Identifiant livraison;Adresse du programme;Code postal;Ville;Année du financement - agrément;Bailleur social;Nombre total de logements financés;Dont nombre de logements PLA I;Dont nombre de logements PLUS;Dont nombre de logements PLUS CD;Dont nombre de logements PLS;Mode de réalisation;Commentaires;Arrondissement;Nature de programme;COORD_X_L93;COORD_Y_L93;geo_shape;geo_point_2d
372;74-90 RUE BARRAULT 11-17 RUE AUGUSTE LANCON;75013;Paris;2004;PARIS HAB;4;0;0;0;4;acquisition réhabilitation;;13;logement familial;652023.7616;6858460.5911;"{""coordinates"": [2.346534982593256, 48.824419892064505], ""type"": ""Point""}";48.824419892064505,2.346534982593256
377;7 RUE GUY PATIN;75010;Paris;2004;FLS;2;2;0;0;0;acquisition réhabilitation;;10;logement familial;652409.1774;6864973.1055;"{""coordinates"": [2.351055348121736, 48.88301503790966], ""type"": ""Point""}";48.88301503790966,2.351055348121736
398;93 BOULEVARD BEAUMARCHAIS;75003;Paris;2004;PARIS HAB;29;7;15;0;7;acquisition réhabilitation;;3;logement familial;653579.5149;6862360.2799;"{""coordinates"": [2.3672987567421, 48.85960385174942], ""type"": ""Point""}";48.85960385174942,2.3672987567421
402;IMPASSE CESSELIN 12 RUE PAUL BERT;75011;Paris;2004;PARIS HAB;43;8;16;0;19;construction neuve;;11;logement familial;654851.3712;6861478.8603;"{""coordinates"": [2.384726780745625, 48.85176768847782], ""type"": ""Point""}";48.85176768847782,2.384726780745625
406;45, RUE LOUIS BLANC;75010;Paris;2004;RIVP;17;8;9;0;0;construction neuve;;10;logement familial;653338.3282;6864823.056;"{""coordinates"": [2.36374110654664, 48.881733687264806], ""type"": ""Point""}";48.881733687264806,2.36374110654664
421;19, RUE AFFRE (HS);75018;Paris;2004;PARIS HAB;7;7;0;0;0;construction neuve;;18;logement familial;652731.153;6865421.338;"{""coordinates"": [2.35539569169091, 48.8870695641601], ""type"": ""Point""}";48.8870695641601,2.35539569169091
423;3, IMPASSE DE L'ASTROLABE;75015;Paris;2004;SIEMP;8;4;4;0;0;construction neuve;;15;logement familial;650034.9889;6860675.5046;"{""coordinates"": [2.31918792099238, 48.84418764788698], ""type"": ""Point""}";48.84418764788698,2.31918792099238
680;19-21, RUE BERBIER  DU METS;75013;Paris;2006;FONCIERE;2;0;0;0;2;construction neuve;;13;logement familial;652281.1858;6859695.1969;"{""coordinates"": [2.34990265166727, 48.83554195630042], ""type"": ""Point""}";48.83554195630042,2.34990265166727
695;25-27, RUE CHAUDRON;75010;Paris;2006;SIEMP;15;4;11;0;0;construction neuve;;10;logement familial;653419.0193;6865014.2667;"{""coordinates"": [2.3648203562815002, 48.88345903100198], ""type"": ""Point""}";48.88345903100198,2.3648203562815002
739;44-50, RUE PETION 88, RUE DU CHEMIN VERT;75011;Paris;2006;PARIS HAB;38;5;33;0;0;acquisition conventionnement;;11;logement familial;654534.0368;6862433.0213;"{""coordinates"": [2.380300364698976, 48.860326082769326], ""type"": ""Point""}";48.860326082769326,2.380300364698976
753;148 BD VOLTAIRE (BAT A);75011;Paris;2006;LOGIS.TR.;10;0;0;0;10;acquisition conventionnement;;11;logement familial;654667.6829;6861992.3304;"{""coordinates"": [2.382168879231061, 48.85637240358721], ""type"": ""Point""}";48.85637240358721,2.382168879231061
774;6, CITE DES TROIS BORNES;75011;Paris;2007;PARIS HAB;12;0;12;0;0;acquisition réhabilitation;;11;logement familial;653943.4491;6863161.3974;"{""coordinates"": [2.372172076639594, 48.8668343199565], ""type"": ""Point""}";48.8668343199565,2.372172076639594
566;4-8, BD DE DENAIN;75010;Paris;2005;PARIS HAB;43;3;11;0;29;acquisition conventionnement;;10;logement familial;652655.4287;6864524.5045;"{""coordinates"": [2.354463068675266, 48.878999051907904], ""type"": ""Point""}";48.878999051907904,2.354463068675266
578;63, RUE LAMARCK;75018;Paris;2005;SEMIDEP;13;6;7;0;0;acquisition réhabilitation;;18;logement familial;651446.0287;6865757.7609;"{""coordinates"": [2.337832816720376, 48.88999926520301], ""type"": ""Point""}";48.88999926520301,2.337832816720376
16952;96, AVENUE NIEL;75017;Paris;2019;RIVP;7;0;0;0;7;acquisition conventionnement;;17;logement familial;648456.498;6865111.629;"{""coordinates"": [2.297142852625187, 48.88395646730367], ""type"": ""Point""}";48.88395646730367,2.297142852625187
17108;3 SQUARE DU TARN;75017;Paris;2019;PARIS HAB;1;1;0;0;0;acquisition réhabilitation;;17;logement familial;648620.6953;6865630.8444;"{""coordinates"": [2.299318936516141, 48.888638693099956], ""type"": ""Point""}";48.888638693099956,2.299318936516141
3605;16, RUE DE BELFORT;75011;Paris;2020;ELOGIE SIEMP;6;2;2;0;2;acquisition réhabilitation;;11;logement familial;654827.729;6862031.356;"{""coordinates"": [2.384345901426447, 48.856734600146666], ""type"": ""Point""}";48.856734600146666,2.384345901426447
3589;111-113, BD DE MENILMONTANT;75011;Paris;2020;RIVP;22;22;;;;acquisition réhabilitation;;11;maison relais;654835.479;6862988.06;;
3610;17, RUE DU DOCTEUR PAUL BROUSSE;75017;Paris;2020;SNL PROLOG;1;1;;;;acquisition réhabilitation;;17;logement familial;650019.581;6866401.684;;
3629;3-3 BIS, PASSAGE COTTIN;75018;Paris;2020;PARIS HABITAT;1;1;;;;acquisition conventionnement;;18;logement familial;652085.377;6865507.443;;
3657;6 RUE BOULAY;75017;Paris;2020;ELOGIE SIEMP;1;1;;;;acquisition conventionnement;;17;logement familial;649928.787;6866125.663;;
3682;9 RUE CARRIERE MAINGUET;75011;Paris;2020;PARIS HABITAT;1;1;;;;acquisition conventionnement;;11;logement familial;655035.587;6862023.221;;
1043;5-9 RUE DU CAPITAINE MARCHAL;75020;Paris;2008;SEMIDEP;9;0;3;0;6;construction neuve;;20;logement familial;656397.2293;6863134.2544;"{""coordinates"": [2.405622696359536, 48.86676100622297], ""type"": ""Point""}";48.86676100622297,2.405622696359536
1045;8, RUE AFFRE;75018;Paris;2008;SIEMP;9;0;0;0;9;construction neuve;;18;logement familial;652761.4796;6865243.2151;"{""coordinates"": [2.355829052234238, 48.885469989659306], ""type"": ""Point""}";48.885469989659306,2.355829052234238
1057;ZAC PARIS RIVE GAUCHE RUE JEANNE CHAUVIN LOT M9D3;75013;Paris;2008;RIVP;77;0;77;0;0;construction neuve;;13;résidence pour étudiants;654375.6157;6858710.1716;"{""coordinates"": [2.378540529005483, 48.82683516298097], ""type"": ""Point""}";48.82683516298097,2.378540529005483
1061;9, RUE DU DOCTEUR GOUJON;75012;Paris;2008;SAGECO;25;5;12;0;8;acquisition conventionnement;;12;logement familial;655823.6008;6860174.0367;"{""coordinates"": [2.398111080468026, 48.84010076087539], ""type"": ""Point""}";48.84010076087539,2.398111080468026
1066;GROUPE BERTHIER  7, RUE DE L'ABBE ROUSSELOT;75017;Paris;2008;PARIS HAB;6;0;6;0;0;acquisition réhabilitation;;17;logement familial;648703.6154;6865723.2021;"{""coordinates"": [2.300438535050673, 48.88947583976799], ""type"": ""Point""}";48.88947583976799,2.300438535050673
1073;84 RUE DU FAUBOURG SAINT ANTOINE;75012;Paris;2008;PARIS HAB;14;5;9;0;0;acquisition réhabilitation;;12;logement familial;654144.6047;6861446.5029;"{""coordinates"": [2.375099048008957, 48.85142678553836], ""type"": ""Point""}";48.85142678553836,2.375099048008957
1091;10, RUE DES EAUX;75016;Paris;2008;LOG.FR.;37;8;29;0;0;acquisition conventionnement;;16;logement familial;647483.9268;6862174.4434;"{""coordinates"": [2.284244445819143, 48.85746457902642], ""type"": ""Point""}";48.85746457902642,2.284244445819143
1100;5, RUE D'AUBERVILLIERS;75018;Paris;2008;SIEMP;24;24;0;0;0;construction neuve;;18;résidence sociale pour démuni;653433.102;6865168.3198;"{""coordinates"": [2.364995487183417, 48.88484540197242], ""type"": ""Point""}";48.88484540197242,2.364995487183417
1110;130 BIS, BD DIDEROT - 11 COUR SAINT ELOI;75012;Paris;2008;RIVP;1;0;0;0;1;construction neuve;;12;logement familial;655127.6366;6860990.1163;"{""coordinates"": [2.388543074663259, 48.84739171551317], ""type"": ""Point""}";48.84739171551317,2.388543074663259
1152;154 AVENUE LEDRU ROLLIN;75011;Paris;2008;ELOGIE;32;0;32;0;0;acquisition conventionnement;;11;logement familial;654425.5968;6861925.3483;"{""coordinates"": [2.378876820418609, 48.85575295792421], ""type"": ""Point""}";48.85575295792421,2.378876820418609
1213;29 RUE VAUVENARGUES;75018;Paris;2008;PARIS HAB;25;5;15;0;5;acquisition conventionnement;;18;logement familial;651080.9857;6866189.3404;"{""coordinates"": [2.332804954827254, 48.893852654838525], ""type"": ""Point""}";48.893852654838525,2.332804954827254
1667;GROUPE BERTHIER 2, SQUARE DE LA DORDOGNE 4, SQUARE DU VAUCLUSE;75017;Paris;2010;PARIS HAB;4;0;4;0;0;acquisition réhabilitation;;17;logement familial;648659.1324;6865708.6786;"{""coordinates"": [2.299833680057111, 48.88934169036288], ""type"": ""Point""}";48.88934169036288,2.299833680057111
1674;90, RUE SAINT DENIS;75001;Paris;2010;TOIT&JOIE;14;4;10;0;0;acquisition réhabilitation;;1;logement familial;652282.5007;6862694.1488;"{""coordinates"": [2.349584038174112, 48.86251152392211], ""type"": ""Point""}";48.86251152392211,2.349584038174112
1705;GROUPES BERTHIER COURCELLES ET GOUVION SAINT CYR;75017;Paris;2010;PARIS HAB;5;0;5;0;0;acquisition réhabilitation;;17;logement familial;648281.636;6860559.786;"{""coordinates"": [2.295312444208636, 48.84300865692663], ""type"": ""Point""}";48.84300865692663,2.295312444208636
1533;144-146, RUE DU FG SAINT DENIS 7-23, RUE D'ALSACE;75010;Paris;2009;RIVP;3;0;2;0;1;construction neuve;;10;logement familial;652796.1517;6864341.6216;"{""coordinates"": [2.356402046912093, 48.877364764972334], ""type"": ""Point""}";48.877364764972334,2.356402046912093
1539;ILOT CAILLIE 21, RUE CAILLIE ET 27 RUE DU DEPARTEMENT;75018;Paris;2009;SIEMP;9;0;6;0;3;acquisition réhabilitation;;18;logement familial;653423.2714;6865262.0016;"{""coordinates"": [2.364851163608134, 48.88568714184996], ""type"": ""Point""}";48.88568714184996,2.364851163608134
1554;57 AVENUE DE SAINT OUEN;75017;Paris;2009;TOIT&JOIE;12;2;8;0;2;acquisition réhabilitation;;17;logement familial;650631.9567;6865923.8806;"{""coordinates"": [2.32671191884337, 48.89143120812021], ""type"": ""Point""}";48.89143120812021,2.32671191884337
1563;6-10-14  AV PORTE DE VINCENNES;75012;Paris;2010;EFIDIS;159;0;0;0;159;acquisition conventionnement;;12;logement familial;656886.2355;6860880.67;"{""coordinates"": [2.4125169595593983, 48.846527530030976], ""type"": ""Point""}";48.846527530030976,2.4125169595593983
1572;74 RUE DE LA VERRERIE;75004;Paris;2010;ELOGIE;7;0;7;0;0;construction neuve;;4;logement familial;652385.4584;6862273.1947;"{""coordinates"": [2.351034501682734, 48.85873355578625], ""type"": ""Point""}";48.85873355578625,2.351034501682734
1575;43 RUE DE L'ARBRE SEC;75001;Paris;2010;ELOGIE;25;6;16;0;3;acquisition réhabilitation;;1;logement familial;651752.7316;6862542.1705;"{""coordinates"": [2.342380575780961, 48.861105344052966], ""type"": ""Point""}";48.861105344052966,2.342380575780961
1584;77-79, RUE LAUGIER ET 12, RUE GALVANI;75017;Paris;2010;PARIS HAB;1;0;1;0;0;acquisition conventionnement;;17;logement familial;648065.1844;6865169.0657;"{""coordinates"": [2.291800085521854, 48.88444153154794], ""type"": ""Point""}";48.88444153154794,2.291800085521854
977;SQUARE PETIT  17 PASSAGE DU NORD LOT 4;75019;Paris;2007;RIVP;7;0;0;0;7;construction neuve;;19;logement familial;654679.7;6865165.203;"{""coordinates"": [2.381994216090066, 48.884906320143436], ""type"": ""Point""}";48.884906320143436,2.381994216090066
1021;16, RUE DE LA PREVOYANCE;75019;Paris;2008;ALLIANCE;29;29;0;0;0;construction neuve;;19;Centre d'hébergement d'urgence;655454.5279;6864917.6457;"{""coordinates"": [2.392585627151441, 48.8827341753148], ""type"": ""Point""}";48.8827341753148,2.392585627151441
877;62, RUE DES BERGERS;75015;Paris;2007;SIEMP;6;6;0;0;0;acquisition réhabilitation;;15;logement familial;647172.1553;6860452.8571;"{""coordinates"": [2.280209345985737, 48.84195705059068], ""type"": ""Point""}";48.84195705059068,2.280209345985737
883;60, RUE ALBERT;75013;Paris;2007;SNL-PROLOG;1;1;0;0;0;acquisition conventionnement;;13;logement familial;653866.8325;6858637.9457;"{""coordinates"": [2.371618404413855, 48.826149410670666], ""type"": ""Point""}";48.826149410670666,2.371618404413855
884;20, RUE CLAIRAUT;75017;Paris;2007;IMM 3F;29;10;19;0;0;acquisition conventionnement;;17;logement familial;650163.0159;6865635.1824;"{""coordinates"": [2.320350643420776, 48.88879893118371], ""type"": ""Point""}";48.88879893118371,2.320350643420776
892;3-9 IMPASSE DUPUY;75018;Paris;2007;SIEMP;10;0;0;0;10;construction neuve;;18;logement familial;653159.2385;6865563.8158;"{""coordinates"": [2.361217511454557, 48.88838210329507], ""type"": ""Point""}";48.88838210329507,2.361217511454557
2613;53, RUE BOURSAULT;75017;Paris;2014;RIVP;10;5;2;0;3;construction neuve;;17;logement familial;650031.9674;6865244.2274;"{""coordinates"": [2.318609571780238, 48.88527306197744], ""type"": ""Point""}";48.88527306197744,2.318609571780238
1386;COURCELLES 9 AVENUE PAUL ADAM;75017;Paris;2009;PARIS HAB;2;0;2;0;0;acquisition réhabilitation;;17;logement familial;648419.7016;6865485.9045;"{""coordinates"": [2.29659565341466, 48.887319236614736], ""type"": ""Point""}";48.887319236614736,2.29659565341466
1388;29 RUE LAMARCK;75018;Paris;2009;PARIS HAB;1;0;1;0;0;acquisition réhabilitation;;18;logement familial;651814.6266;6865648.2338;"{""coordinates"": [2.342871862094393, 48.88904201998108], ""type"": ""Point""}";48.88904201998108,2.342871862094393
1401;OURCQ JAURES LOT 4  10-12-14 RUE DE L'OURCQ;75019;Paris;2009;SIEMP;90;0;90;0;0;construction neuve;;19;résidence pour étudiants;654844.4466;6865580.4645;"{""coordinates"": [2.3841965150339792, 48.88865221237079], ""type"": ""Point""}";48.88865221237079,2.3841965150339792
1464;62-64, RUE PLANCHAT;75020;Paris;2009;TOIT&JOIE;36;0;15;0;21;acquisition conventionnement;;20;logement familial;655695.916;6861999.2403;"{""coordinates"": [2.396181326681786, 48.856506075525644], ""type"": ""Point""}";48.856506075525644,2.396181326681786
1243;26, RUE DE TOURTILLE;75020;Paris;2008;SIEMP;7;3;4;0;0;acquisition réhabilitation;;20;logement familial;654591.9328;6863703.9053;"{""coordinates"": [2.380953654700395, 48.87175904326688], ""type"": ""Point""}";48.87175904326688,2.380953654700395
1263;17-19, RUE DES ORTEAUX LOT 1;75020;Paris;2008;SIEMP;20;3;17;0;0;construction neuve;;20;logement familial;655993.4163;6862038.8351;"{""coordinates"": [2.4002316916776, 48.85688253981465], ""type"": ""Point""}";48.85688253981465,2.4002316916776
1282;17 IMPASSE ROBERT;75018;Paris;2008;SIEMP;7;0;7;0;0;acquisition réhabilitation;;18;logement familial;651529.8471;6866309.2235;"{""coordinates"": [2.338912894900384, 48.89496466405995], ""type"": ""Point""}";48.89496466405995,2.338912894900384
1335;MOLITOR 37 AV DU GENERAL SARRAIL;75016;Paris;2009;PARIS HAB;1;0;1;0;0;acquisition réhabilitation;;16;logement familial;645338.5737;6860606.1653;"{""coordinates"": [2.255208160389, 48.84318281679716], ""type"": ""Point""}";48.84318281679716,2.255208160389
1600;127, RUE DU FAUBOURG SAINT HONORE;75008;Paris;2010;PARIS HAB;18;4;11;0;3;construction neuve;;8;logement familial;649345.1981;6863914.8695;"{""coordinates"": [2.30940343787772, 48.87326490966104], ""type"": ""Point""}";48.87326490966104,2.30940343787772
1603;4, RUE ERNESTINE;75018;Paris;2010;PARIS HAB;27;27;0;0;0;acquisition réhabilitation;;18;foyer pour jeunes travailleurs ou résidence pour jeunes;652676.8821;6865622.6688;"{""coordinates"": [2.354633194405863, 48.888876075770334], ""type"": ""Point""}";48.888876075770334,2.354633194405863
1614;1-3, RUE RAMPONEAU;75020;Paris;2010;RIVP;6;0;0;0;6;construction neuve;;20;logement familial;654431.5768;6863617.6824;"{""coordinates"": [2.378776865515982, 48.87097233151724], ""type"": ""Point""}";48.87097233151724,2.378776865515982
1618;80, RUE DU FAUBOURG SAINT ANTOINE;75012;Paris;2010;PARIS HAB;1;1;0;0;0;acquisition conventionnement;;12;logement familial;654105.8546;6861461.1809;"{""coordinates"": [2.3745694132621242, 48.85155602528082], ""type"": ""Point""}";48.85155602528082,2.3745694132621242
1620;87 BIS, AV DU GENERAL LECLERC;75014;Paris;2010;PARIS HAB;5;3;2;0;0;acquisition conventionnement;;14;logement familial;650573.9237;6858765.6985;"{""coordinates"": [2.326752835811495, 48.8270542271687], ""type"": ""Point""}";48.8270542271687,2.326752835811495
1640;74, RUE DES POISSONNIERS;75018;Paris;2010;SIEMP;5;0;5;0;0;acquisition réhabilitation;;18;logement familial;652460.2243;6865855.7746;"{""coordinates"": [2.351652564893449, 48.8909563503997], ""type"": ""Point""}";48.8909563503997,2.351652564893449
1779;54, RUE CHAMPIONNET;75018;Paris;2010;SIEMP;1;0;1;0;0;acquisition réhabilitation;;18;logement familial;652161.7855;6866392.1913;"{""coordinates"": [2.347522192514737, 48.895758027097216], ""type"": ""Point""}";48.895758027097216,2.347522192514737
1808;13 RUE DE L'ORILLON;75011;Paris;2010;LOG.FR.;14;0;14;0;0;construction neuve;;11;logement familial;654144.479;6863492.3734;"{""coordinates"": [2.374876618562184, 48.86982507444094], ""type"": ""Point""}";48.86982507444094,2.374876618562184
1809;PARIS NORD EST - ENTREPOTS MACDONALD 141-219 BD MACDONALD;75019;Paris;2010;EFIDIS;128;102;26;0;0;construction neuve;;19;foyer pour jeunes travailleurs ou résidence pour jeunes;653919.1542;6866677.8705;"{""coordinates"": [2.371459352930612, 48.89845521316063], ""type"": ""Point""}";48.89845521316063,2.371459352930612
2014;181 AVENUE DE CLICHY;75017;Paris;2011;SIEMP;19;3;10;0;6;acquisition réhabilitation;;17;logement familial;649818.5275;6866113.3939;"{""coordinates"": [2.315596410574075, 48.89307253512799], ""type"": ""Point""}";48.89307253512799,2.315596410574075
2042;15 RUE POPINCOURT;75011;Paris;2012;ADOMA;26;26;0;0;0;construction neuve;Résidence social issue du plan de traitement des foyers de travailleurs migrants;11;Résidence sociale issue du plan de traitement des foyers de travailleurs migrants;654296.4522;6862136.8006;"{""coordinates"": [2.377094077671432, 48.857645384642865], ""type"": ""Point""}";48.857645384642865,2.377094077671432
2400;64-66, RUE HERMEL;75018;Paris;2013;RIVP;49;2;31;0;16;acquisition réhabilitation;;18;logement familial;652065.9586;6866255.7326;"{""coordinates"": [2.3462306536652, 48.89452378252711], ""type"": ""Point""}";48.89452378252711,2.3462306536652
2435;8, RUE LABAT;75018;Paris;2013;SIEMP;9;0;0;0;9;construction neuve;;18;logement familial;652403.9341;6865776.0866;"{""coordinates"": [2.3508938473885133, 48.89023558699368], ""type"": ""Point""}";48.89023558699368,2.3508938473885133
2497;108 AVENUE D Italie;75013;Paris;2014;ELOGIE;10;0;0;0;10;construction neuve;;13;logement familial;652824.3891;6858477.6846;"{""coordinates"": [2.357437627187169, 48.824632707031434], ""type"": ""Point""}";48.824632707031434,2.357437627187169
1588;2-14, RUE GERARD DE NERVAL;75018;Paris;2010;PARIS HAB;2;0;2;0;0;construction neuve;;18;logement familial;651232.728;6866898.684;"{""coordinates"": [2.334792934660843, 48.90024298194433], ""type"": ""Point""}";48.90024298194433,2.334792934660843
1726;29, RUE DE LA MARE;75020;Paris;2010;SIEMP;9;0;6;0;3;construction neuve;;20;logement familial;655215.3419;6863583.0849;"{""coordinates"": [2.389464960053376, 48.87071617744889], ""type"": ""Point""}";48.87071617744889,2.389464960053376
2065;13 RUE PERDONNET;75010;Paris;2012;ELOGIE;14;1;7;0;6;acquisition réhabilitation;;10;logement familial;653079.4245;6865023.4524;"{""coordinates"": [2.3601888184997613, 48.88351697955135], ""type"": ""Point""}";48.88351697955135,2.3601888184997613
2070;25, RUE DUHESME 149 RUE MARCADET;75018;Paris;2012;ELOGIE;8;2;6;0;0;construction neuve;;18;logement familial;651519.2966;6865892.0175;"{""coordinates"": [2.338816648710223, 48.89121210449236], ""type"": ""Point""}";48.89121210449236,2.338816648710223
2112;16, RUE ACHILLE LUCHAIRE ET 9, RUE GUSTAVE LE BON;75014;Paris;2012;PARIS HAB;2;0;2;0;0;construction neuve;;14;logement familial;650137.8555;6858379.4538;"{""coordinates"": [2.320858562975602, 48.823547094275945], ""type"": ""Point""}";48.823547094275945,2.320858562975602
2116;2 ET 4 SQUARE DU VIVARAIS 23 BD DE L'YSER;75017;Paris;2012;PARIS HAB;3;0;3;0;0;acquisition réhabilitation;;17;logement familial;647703.5136;6865154.5979;"{""coordinates"": [2.286870274662186, 48.884282155929704], ""type"": ""Point""}";48.884282155929704,2.286870274662186
2129;4 ET 8 RUE JULES BOURDAIS 3 SQUARE DU RHONE;75017;Paris;2012;PARIS HAB;3;0;3;0;0;acquisition réhabilitation;;17;logement familial;648692.0844;6865662.5751;"{""coordinates"": [2.300288614115483, 48.88892972719899], ""type"": ""Point""}";48.88892972719899,2.300288614115483
15866;50-62, BOULEVARD JOURDAN 160, RUE DE LA TOMBE ISSOIRE;75014;Paris;2019;RIVP;68;0;68;0;0;construction neuve;;14;résidence pour étudiants;650817.036;6858247.231;"{""coordinates"": [2.33012409140047, 48.82241017103659], ""type"": ""Point""}";48.82241017103659,2.33012409140047
1993;16-18, RUE GINOUX;75015;Paris;2011;RIVP;2;0;2;0;0;acquisition réhabilitation;;15;logement familial;647646.282;6861135.0261;"{""coordinates"": [2.286585096304742, 48.84813044602673], ""type"": ""Point""}";48.84813044602673,2.286585096304742
15944;33 RUE BARBET DE JOUY SIEGE REGION ILE DE France;75007;Paris;2019;RIVP;69;0;0;0;69;construction neuve;;7;résidence pour étudiants;649904.415;6861561.483;"{""coordinates"": [2.317304467713071, 48.85214506172675], ""type"": ""Point""}";48.85214506172675,2.317304467713071
2261;61, RUE SAINT CHARLES;75015;Paris;2013;ELOGIE;36;6;15;0;15;construction neuve;;15;logement familial;647701.496;6861186.7393;"{""coordinates"": [2.28733108697266, 48.84859998202248], ""type"": ""Point""}";48.84859998202248,2.28733108697266
2344;60, RUE DE LA CONVENTION;75015;Paris;2013;PARIS HAB;26;3;15;0;8;acquisition réhabilitation;;15;logement familial;647390.8342;6860580.3548;"{""coordinates"": [2.283172958772841, 48.8431215211487], ""type"": ""Point""}";48.8431215211487,2.283172958772841
2264;8, RUE ROSA BONHEUR;75015;Paris;2013;ELOGIE;11;1;6;0;4;acquisition réhabilitation;;15;logement familial;649357.368;6860932.687;"{""coordinates"": [2.3099246525606683, 48.84644757978972], ""type"": ""Point""}";48.84644757978972,2.3099246525606683
2345;71 RUE DE CASTAGNARY;75015;Paris;2013;PARIS HAB;101;0;101;0;0;construction neuve;;15;résidence pour étudiants;649158.476;6859314.5085;"{""coordinates"": [2.3074080130637338, 48.83187963197393], ""type"": ""Point""}";48.83187963197393,2.3074080130637338
1908;241, AVENUE GAMBETTA;75020;Paris;2011;PARIS HAB;18;3;12;0;3;construction neuve;;20;logement familial;656406.2185;6864084.9236;"{""coordinates"": [2.4056476870641292, 48.87531082791239], ""type"": ""Point""}";48.87531082791239,2.4056476870641292
2352;GROUPE EUGENE POUBELLE 2, RUE EUGENE POUBELLE;75016;Paris;2013;PARIS HAB;1;0;1;0;0;acquisition réhabilitation;;16;logement familial;647030.1195;6861414.7468;"{""coordinates"": [2.278154379141104, 48.85059558511105], ""type"": ""Point""}";48.85059558511105,2.278154379141104
1923;189, RUE DE CHARONNE;75011;Paris;2011;PARIS HAB;24;4;15;0;5;acquisition réhabilitation;;11;logement familial;655465.397;6861968.0011;"{""coordinates"": [2.393042988030312, 48.85620924917422], ""type"": ""Point""}";48.85620924917422,2.393042988030312
2137;51-53, RUE DE LOURMEL 99-101, AVENUE EMILE ZOLA;75015;Paris;2012;PARIS HAB;1;1;0;0;0;acquisition conventionnement;;15;logement familial;647905.2692;6860990.7625;"{""coordinates"": [2.290131751136729, 48.8468540862916], ""type"": ""Point""}";48.8468540862916,2.290131751136729
1924;20-24 RUE BASFROI;75011;Paris;2011;PARIS HAB;54;15;29;0;10;construction neuve;;11;logement familial;654466.4982;6861821.9069;"{""coordinates"": [2.379445312362553, 48.85482560750668], ""type"": ""Point""}";48.85482560750668,2.379445312362553
2145;68 RUE DES PYRENEES;75020;Paris;2012;PARIS HAB;28;0;28;0;0;construction neuve;;20;logement familial;656413.2792;6861664.2461;"{""coordinates"": [2.405992215487499, 48.85354241709234], ""type"": ""Point""}";48.85354241709234,2.405992215487499
1927;47-73, RUE NATIONALE;75013;Paris;2011;PARIS HAB;24;0;14;0;10;construction neuve;opération abandonnée;13;logement familial;653494.372;6858687.5206;"{""coordinates"": [2.36653990581044, 48.826568481634396], ""type"": ""Point""}";48.826568481634396,2.36653990581044
2197;5-9 RUE PAULINE KERGOMARD;75020;Paris;2012;RIVP;47;0;0;0;47;acquisition conventionnement;;20;logement familial;656473.7367;6861860.7987;"{""coordinates"": [2.406795987345938, 48.85531409654154], ""type"": ""Point""}";48.85531409654154,2.406795987345938
1946;12, ALLEE DU PERE JULIEN DHUIT;75020;Paris;2011;PARIS HAB;1;0;1;0;0;construction neuve;;20;logement familial;654941.8529;6863800.9354;"{""coordinates"": [2.385713617533062, 48.87265619184269], ""type"": ""Point""}";48.87265619184269,2.385713617533062
2548;49-53, BD DE MENILMONTANT 7-15 PASSAGE DE LA FOLIE REGNAULT;75011;Paris;2014;PARIS HAB;85;17;46;0;22;construction neuve;;11;logement familial;655094.8036;6862527.497;"{""coordinates"": [2.387933309090334, 48.861215027492186], ""type"": ""Point""}";48.861215027492186,2.387933309090334
1982;4-8, RUE PIEMONTESI;75018;Paris;2011;RIVP;10;0;10;0;0;acquisition conventionnement;;18;logement familial;651476.7822;6865052.9064;"{""coordinates"": [2.33833275311632, 48.8836630758894], ""type"": ""Point""}";48.8836630758894,2.33833275311632
2560;2, RUE EUGENE POUBELLE;75016;Paris;2014;PARIS HAB;40;10;18;0;12;acquisition conventionnement;;16;logement familial;647030.1207;6861414.7618;"{""coordinates"": [2.278154393624627, 48.850595720102895], ""type"": ""Point""}";48.850595720102895,2.278154393624627
15734;17 RUE DES BLUETS 4 RUE VICTOR GELEZ;75011;Paris;2019;AXIMO;2;2;0;0;0;acquisition conventionnement;;11;logement familial;654712.333;6862919.666;"{""coordinates"": [2.382678582279389, 48.864714982276176], ""type"": ""Point""}";48.864714982276176,2.382678582279389
2567;25-29, RUE LAMARCK;75018;Paris;2014;PARIS HAB;81;21;36;0;24;acquisition conventionnement;;18;logement familial;651850.5036;6865637.8567;"{""coordinates"": [2.343362289006823, 48.888951386505475], ""type"": ""Point""}";48.888951386505475,2.343362289006823
15834;4, RUE PAUL BODIN;75017;Paris;2019;ELOGIE SIEMP;1;1;0;0;0;acquisition réhabilitation;;17;logement familial;649952.516;6866069.046;"{""coordinates"": [2.317428959400302, 48.89268416295779], ""type"": ""Point""}";48.89268416295779,2.317428959400302
3418;6 BD D'INDOCHINE;75019;Paris;2018;RIVP;2;0;0;0;2;construction neuve;;19;logement familial;655787.857;6865072.28;"{""coordinates"": [2.397114569174904, 48.88414773216239], ""type"": ""Point""}";48.88414773216239,2.397114569174904
3460;PORTE DE VITRY;75013;Paris;2018;PARIS HAB;833;0;500;0;333;acquisition conventionnement;;13;logement familial;654296.703;6858291.148;"{""coordinates"": [2.377510680977581, 48.82306121612509], ""type"": ""Point""}";48.82306121612509,2.377510680977581
