Identifiant livraison;Adresse du programme;Code postal;Ville;Année du financement - agrément;Bailleur social;Nombre total de logements financés;Dont nombre de logements PLA I;Dont nombre de logements PLUS;Dont nombre de logements PLUS CD;Dont nombre de logements PLS;Mode de réalisation;Commentaires;Arrondissement;Nature de programme;COORD_X_L93;COORD_Y_L93;geo_shape;geo_point_2d
256;53, RUE COMPANS 18 RUE DE CRIMEE;75019;Paris;2003;PARIS HAB;7;0;7;0;0;construction neuve;;19;logement familial;655441.5866;6864478.8653;"{""coordinates"": [2.39245520267806, 48.878787439116145], ""type"": ""Point""}";48.878787439116145,2.39245520267806
283;50 RUE PIAT;75020;Paris;2003;LOGIKIA;1;1;0;0;0;acquisition réhabilitation;;20;logement familial;654802.6803;6863840.0351;"{""coordinates"": [2.383812167997881, 48.87299805611034], ""type"": ""Point""}";48.87299805611034,2.383812167997881
291;157, RUE SAINT JACQUES;75005;Paris;2003;PARIS HAB;9;0;9;0;0;acquisition réhabilitation;;5;logement familial;651801.1082;6860902.0896;"{""coordinates"": [2.343225858877721, 48.846359847462274], ""type"": ""Point""}";48.846359847462274,2.343225858877721
78;111 RUE BOBILLOT;75013;Paris;2001;IMM 3F;20;0;0;0;20;acquisition conventionnement;;13;logement familial;652147.1989;6858361.5447;"{""coordinates"": [2.348227331129602, 48.8235383265268], ""type"": ""Point""}";48.8235383265268,2.348227331129602
82;1 A 5 RUE DEMARQUAY;75010;Paris;2001;SAGI;59;0;59;0;0;acquisition conventionnement;;10;logement familial;653052.8105;6864713.2024;"{""coordinates"": [2.3598602207477493, 48.88072505272223], ""type"": ""Point""}";48.88072505272223,2.3598602207477493
88;92, RUE DES PYRENEES;75020;Paris;2002;ELOGIE;22;0;22;0;0;acquisition réhabilitation;;20;logement familial;656377.8693;6861847.9763;"{""coordinates"": [2.40549080954057, 48.85519230114032], ""type"": ""Point""}";48.85519230114032,2.40549080954057
100;15-21, RUE DES NANETTES;75011;Paris;2002;ELOGIE;78;12;40;0;26;acquisition conventionnement;;11;logement familial;654795.6024;6862899.685;"{""coordinates"": [2.383815716309988, 48.86454114476761], ""type"": ""Point""}";48.86454114476761,2.383815716309988
110;6, RUE COURAT;75020;Paris;2002;LOGIS.TR.;35;0;0;0;35;acquisition conventionnement;;20;logement familial;656389.0527;6862019.3698;"{""coordinates"": [2.405625635665607, 48.85673439305317], ""type"": ""Point""}";48.85673439305317,2.405625635665607
135;92, RUE DE L'OURCQ;75019;Paris;2002;SNL-PROLOG;1;1;0;0;0;acquisition réhabilitation;;19;logement familial;654116.3701;6866152.0662;"{""coordinates"": [2.374206093948025, 48.89374095007663], ""type"": ""Point""}";48.89374095007663,2.374206093948025
148;18, RUE BERZELIUS;75017;Paris;2002;IMM 3F;31;31;0;0;0;acquisition réhabilitation;;17;résidence sociale pour démuni;650043.2478;6866078.1519;"{""coordinates"": [2.318665269170584, 48.89277309522469], ""type"": ""Point""}";48.89277309522469,2.318665269170584
159;LOT 3A- 32-34 RUE PERNETY, 5 RUE SAINTE LEONIE , PL. BK/14;75014;Paris;2002;PARIS HAB;14;0;0;0;14;construction neuve;;14;logement familial;650003.1221;6859492.5927;"{""coordinates"": [2.318892759158016, 48.83354722868552], ""type"": ""Point""}";48.83354722868552,2.318892759158016
166;12-14, RUE LESAGE;75020;Paris;2002;PARIS HAB;11;0;0;0;11;construction neuve;;20;logement familial;654638.6354;6863748.1863;"{""coordinates"": [2.381585595527655, 48.87216054479297], ""type"": ""Point""}";48.87216054479297,2.381585595527655
173;LOT 3 - 13 - 17 RUE DU DEPARTEMENT;75019;Paris;2002;SAGI;12;0;12;0;0;construction neuve;;19;logement familial;653530.1384;6865212.9909;"{""coordinates"": [2.36631376833768, 48.88525412553645], ""type"": ""Point""}";48.88525412553645,2.36631376833768
175;169, RUE MARCADET;75018;Paris;2002;ELOGIE;44;15;29;0;0;acquisition conventionnement;;18;logement familial;651366.7436;6865916.9184;"{""coordinates"": [2.336733365035269, 48.89142452317617], ""type"": ""Point""}";48.89142452317617,2.336733365035269
182;6-8, RUE DULAC;75015;Paris;2002;IMM 3F;48;12;36;0;0;acquisition conventionnement;;15;logement familial;649753.7447;6860575.6535;"{""coordinates"": [2.315367738011089, 48.84326782064197], ""type"": ""Point""}";48.84326782064197,2.315367738011089
183;39-41 RUE OLIVIER DE SERRES;75015;Paris;2002;IMM 3F;36;9;27;0;0;acquisition conventionnement;;15;logement familial;648328.8408;6859647.099;"{""coordinates"": [2.296066457743525, 48.83480465466136], ""type"": ""Point""}";48.83480465466136,2.296066457743525
441;25, RUE JULES GUESDE;75014;Paris;2004;SEMIDEP;10;3;7;0;0;acquisition réhabilitation;;14;logement familial;650195.7293;6859781.5027;"{""coordinates"": [2.321482697458904, 48.836160323883185], ""type"": ""Point""}";48.836160323883185,2.321482697458904
443;14-16, AVENUE DE SAINT MANDE;75012;Paris;2004;PARIS HAB;16;16;0;0;0;construction neuve;;12;logement familial;655792.065;6860739.0194;"{""coordinates"": [2.397622710247051, 48.845179521707124], ""type"": ""Point""}";48.845179521707124,2.397622710247051
445;24 RUE DE LUBECK;75016;Paris;2004;PARIS HAB;22;0;22;0;0;acquisition réhabilitation;;16;logement familial;648065.0899;6863045.7429;"{""coordinates"": [2.292058381240611, 48.865347121585536], ""type"": ""Point""}";48.865347121585536,2.292058381240611
464;2-42 AV DE LA PORTE DES POISSONNIERS 78-80 BD NEY;75018;Paris;2005;SAGI;243;0;243;0;0;construction neuve;;18;résidence pour étudiants;652538.177;6866706.1354;"{""coordinates"": [2.352620557593199, 48.898609052288904], ""type"": ""Point""}";48.898609052288904,2.352620557593199
610;30, RUE CUSTINE;75018;Paris;2006;SAGECO;10;2;8;0;0;acquisition réhabilitation;;18;logement familial;652118.3398;6865615.6578;"{""coordinates"": [2.347017235814728, 48.88877173367102], ""type"": ""Point""}";48.88877173367102,2.347017235814728
16091;19, RUE TURGOT;75009;Paris;2019;PARIS HAB;26;26;0;0;0;acquisition réhabilitation;;9;logement familial;651967.509;6864718.021;"{""coordinates"": [2.345061917573672, 48.88068834705255], ""type"": ""Point""}";48.88068834705255,2.345061917573672
16138;3-9 AVENUE RICHERAND;75010;Paris;2019;RIVP;16;0;16;0;0;acquisition conventionnement;;10;logement familial;653467.176;6863741.847;"{""coordinates"": [2.3656163869670612, 48.87201996456908], ""type"": ""Point""}";48.87201996456908,2.3656163869670612
16822;55, RUE DU THEATRE;75015;Paris;2019;ELOGIE SIEMP;3;0;0;0;3;acquisition réhabilitation;;15;logement familial;647853.736;6861170.46;"{""coordinates"": [2.289407537417022, 48.84846592260836], ""type"": ""Point""}";48.84846592260836,2.289407537417022
16865;36, RUE SIBUET (SIBUET 2);75012;Paris;2019;ELOGIE SIEMP;1;1;0;0;0;acquisition conventionnement;;12;logement familial;656146.855;6860582.631;"{""coordinates"": [2.402473018285861, 48.84379735620843], ""type"": ""Point""}";48.84379735620843,2.402473018285861
16874;88-90 RUE DES CEVENNES;75015;Paris;2019;AXIMO;2;0;2;0;0;acquisition conventionnement;;15;logement familial;647428.666;6860321.1;"{""coordinates"": [2.283720451032185, 48.84079314131935], ""type"": ""Point""}";48.84079314131935,2.283720451032185
334;4 RUE THOREL;75002;Paris;2004;SEM CENTRE;6;0;6;0;0;acquisition réhabilitation;;2;logement familial;652249.1859;6863473.1907;"{""coordinates"": [2.349042421580267, 48.86951484435385], ""type"": ""Point""}";48.86951484435385,2.349042421580267
341;45 RUE DU SENTIER - 9, BD POISSONNIERE;75002;Paris;2004;SAGI;22;5;17;0;0;acquisition réhabilitation;;2;logement familial;652066.4333;6863602.5051;"{""coordinates"": [2.346536592475473, 48.8706641671006], ""type"": ""Point""}";48.8706641671006,2.346536592475473
347;41, RUE BASFROI;75011;Paris;2004;PARIS HAB;2;0;2;0;0;construction neuve;;11;logement familial;654394.2109;6861942.0243;"{""coordinates"": [2.378447297841391, 48.85590070312059], ""type"": ""Point""}";48.85590070312059,2.378447297841391
554;14, RUE LUCIEN SAMPAIX;75010;Paris;2005;IMM 3F;31;31;0;0;0;acquisition réhabilitation;;10;maison relais;653102.9729;6863725.6636;"{""coordinates"": [2.360653195920495, 48.87184801417122], ""type"": ""Point""}";48.87184801417122,2.360653195920495
378;170 RUE DE CRIMEE;75019;Paris;2004;SIEMP;22;0;0;0;22;acquisition réhabilitation;;19;logement familial;654368.859;6865726.4476;"{""coordinates"": [2.377695323470148, 48.88993145951296], ""type"": ""Point""}";48.88993145951296,2.377695323470148
425;52-54 RUE RIQUET;75019;Paris;2004;ESPACILHAB;105;0;0;0;105;construction neuve;;19;résidence pour étudiants;653812.7928;6865682.8967;"{""coordinates"": [2.370116906394343, 48.88950017130154], ""type"": ""Point""}";48.88950017130154,2.370116906394343
707;51 RUE CLAUDE BERNARD;75005;Paris;2006;IMM 3F;14;2;5;0;7;acquisition conventionnement;;5;logement familial;651953.5141;6860240.1406;"{""coordinates"": [2.345377273373829, 48.84041831784305], ""type"": ""Point""}";48.84041831784305,2.345377273373829
717;48, RUE DE LA VILLETTE;75019;Paris;2006;SIEMP;2;0;2;0;0;acquisition réhabilitation;;19;logement familial;655105.8541;6864276.4755;"{""coordinates"": [2.387899132814209, 48.87694407730003], ""type"": ""Point""}";48.87694407730003,2.387899132814209
718;8 COUR SAINT PIERRE;75017;Paris;2006;AXIMO;29;29;0;0;0;acquisition réhabilitation;;17;maison relais;650507.072;6865420.4914;"{""coordinates"": [2.3250674869085532, 48.88689483457227], ""type"": ""Point""}";48.88689483457227,2.3250674869085532
750;6-8, RUE DES THERMOPYLES 13-15, RUE DE PLAISANCE;75014;Paris;2006;PARIS HAB;10;0;0;0;10;construction neuve;"opération abandonnée; réagréée";14;logement familial;650059.1346;6859376.0787;"{""coordinates"": [2.319669454781922, 48.83250375331904], ""type"": ""Point""}";48.83250375331904,2.319669454781922
760;91- 95, RUE DE LA FONTAINE AU ROI - 23 RUE DU MOULIN JOLY;75011;Paris;2006;SEMIDEP;62;0;0;0;62;construction neuve;;11;résidence pour étudiants;654355.0609;6863448.0989;"{""coordinates"": [2.377752004185121, 48.869441879630884], ""type"": ""Point""}";48.869441879630884,2.377752004185121
761;31, RUE DE LA COUR DES NOUES;75020;Paris;2006;RIVP;15;0;15;0;0;construction neuve;;20;logement familial;656087.4952;6862865.603;"{""coordinates"": [2.401428433887369, 48.86432401540509], ""type"": ""Point""}";48.86432401540509,2.401428433887369
784;116-118, RUE MICHEL-ANGE - 109, BD MURAT;75016;Paris;2007;ELOGIE;20;4;16;0;0;acquisition conventionnement;;16;logement familial;645492.7137;6860129.7457;"{""coordinates"": [2.2573693278084592, 48.838911462038304], ""type"": ""Point""}";48.838911462038304,2.2573693278084592
790;129 AVENUE GAMBETTA;75020;Paris;2007;SNL-PROLOG;1;1;0;0;0;acquisition réhabilitation;;20;logement familial;656099.9407;6863347.8413;"{""coordinates"": [2.401548253672031, 48.868661570294535], ""type"": ""Point""}";48.868661570294535,2.401548253672031
560;79-81 RUE DU CHATEAU DES RENTIERS- LOT A2;75013;Paris;2005;RIVP;23;0;4;0;19;construction neuve;;13;logement familial;653660.701;6858693.4661;"{""coordinates"": [2.368804753895456, 48.82663392922199], ""type"": ""Point""}";48.82663392922199,2.368804753895456
582;87 RUE DE MAUBEUGE;75010;Paris;2005;SAGECO;9;9;0;0;0;acquisition réhabilitation;;10;logement familial;652533.691;6864735.194;"{""coordinates"": [2.352779719666107, 48.880884761412105], ""type"": ""Point""}";48.880884761412105,2.352779719666107
585;16-26, RUE DU HAMEAU;75015;Paris;2005;PARIS HAB;176;18;87;0;71;acquisition conventionnement;;15;logement familial;647781.3096;6859667.4026;"{""coordinates"": [2.28860516603855, 48.83494311552932], ""type"": ""Point""}";48.83494311552932,2.28860516603855
593;136 - 138, BD DE LA VILLETTE;75019;Paris;2005;SIEMP;7;0;0;0;7;construction neuve;;19;logement familial;653835.3403;6864488.1214;"{""coordinates"": [2.370554270527044, 48.878757533503666], ""type"": ""Point""}";48.878757533503666,2.370554270527044
3588;110 RUE DE CLIGNANCOURT;75018;Paris;2020;AXIMO;10;4;4;0;2;acquisition réhabilitation;;18;logement familial;652277.257;6866086.435;"{""coordinates"": [2.349131440717838, 48.893017054577534], ""type"": ""Point""}";48.893017054577534,2.349131440717838
3606;16, RUE SAULNIER;75009;Paris;2020;RIVP;23;7;9;0;7;acquisition conventionnement;;9;logement familial;651922.359;6864124.826;"{""coordinates"": [2.344513453654005, 48.87535053822039], ""type"": ""Point""}";48.87535053822039,2.344513453654005
3611;174, AVENUE DE CLICHY (CLICHY 2);75017;Paris;2020;ELOGIE SIEMP;360;108;144;0;108;acquisition conventionnement;;17;logement familial;649948.133;6866032.877;"{""coordinates"": [2.317373449329412, 48.89235856959209], ""type"": ""Point""}";48.89235856959209,2.317373449329412
3615;20 RUE GASNIER GUY;75020;Paris;2020;SAS COOP DEDANS DEHORS;5;;;;5;construction neuve;;20;logement familial;655501.296;6862945.225;;
3616;204 RUE DU FAUBOURG SAINT MARTIN;75010;Paris;2020;SNL PROLOG;1;1;;;;acquisition réhabilitation;;10;logement familial;653309.849;6864570.883;;
3617;206, RUE LAFAYETTE 238 RUE DU FAUBOURG SAINT MARTIN;75010;Paris;2020;RIVP;30;18;12;;;construction neuve;;10;logement familial;653507.337;6864804.193;;
3687;92 RUE DE LA CHAPELLE;75018;Paris;2020;SEQENS HAB;7;;;;7;acquisition réhabilitation;;18;logement familial;653053.475;6866529.773;;
1062;126 AV DE SAINT OUEN;75018;Paris;2008;SIEMP;4;0;4;0;0;acquisition réhabilitation;;18;logement familial;650760.4575;6866368.5186;"{""coordinates"": [2.328412771353481, 48.895439492934045], ""type"": ""Point""}";48.895439492934045,2.328412771353481
1379;11, RUE DE LUNEVILLE;75019;Paris;2009;PARIS HAB;22;0;0;0;22;acquisition conventionnement;;19;logement familial;655091.3419;6865320.7098;"{""coordinates"": [2.387590857941871, 48.886333587720834], ""type"": ""Point""}";48.886333587720834,2.387590857941871
1104;3 PLACE EDOUARD RENARD;75012;Paris;2008;ELOGIE;1;1;0;0;0;acquisition réhabilitation;;12;logement familial;656550.6584;6859649.2654;"{""coordinates"": [2.408070223685712, 48.83543086608961], ""type"": ""Point""}";48.83543086608961,2.408070223685712
1112;210 BIS RUE DE VAUGIRARD;75015;Paris;2008;IMM 3F;28;28;0;0;0;construction neuve;;15;Centre d'hébergement d'urgence;649076.9434;6860350.1303;"{""coordinates"": [2.306173427694096, 48.84118656697547], ""type"": ""Point""}";48.84118656697547,2.306173427694096
1118;20 BD SOULT;75012;Paris;2008;ELOGIE;1;1;0;0;0;acquisition réhabilitation;;12;logement familial;656592.1532;6859937.1936;"{""coordinates"": [2.408606126926772, 48.838023034245516], ""type"": ""Point""}";48.838023034245516,2.408606126926772
1135;GROUPE VERSAILLES;75016;Paris;2008;PARIS HAB;4;0;4;0;0;acquisition réhabilitation;;16;logement familial;646872.4815;6861367.1254;"{""coordinates"": [2.276012241738079, 48.850154352508014], ""type"": ""Point""}";48.850154352508014,2.276012241738079
1153;99, BD MAGENTA 136, RUE LA FAYETTE;75010;Paris;2008;PARIS HAB;1;0;1;0;0;acquisition conventionnement;;10;logement familial;652629.4928;6864429.691;"{""coordinates"": [2.354120025976008, 48.87814451243286], ""type"": ""Point""}";48.87814451243286,2.354120025976008
1158;10 RUE PIERRE LESCOT;75001;Paris;2008;ELOGIE;10;0;10;0;0;acquisition conventionnement;;1;logement familial;652183.0376;6862610.2955;"{""coordinates"": [2.348237796431156, 48.86175006759961], ""type"": ""Point""}";48.86175006759961,2.348237796431156
1166;11 RUE PIERRE LESCOT;75001;Paris;2008;ELOGIE;6;0;6;0;0;acquisition conventionnement;;1;logement familial;652198.9499;6862719.211;"{""coordinates"": [2.348442427372059, 48.86273071009653], ""type"": ""Point""}";48.86273071009653,2.348442427372059
1204;123 RUE SAINT MARTIN;75004;Paris;2008;ELOGIE;7;0;7;0;0;acquisition conventionnement;;4;logement familial;652394.4456;6862502.3151;"{""coordinates"": [2.351131326884796, 48.860794672185364], ""type"": ""Point""}";48.860794672185364,2.351131326884796
1482;ZAC CARDINET CHALABRE LOT E4 (EX 2-7-2) 157 RUE CARDINET;75017;Paris;2009;RIVP;150;0;150;0;0;construction neuve;;17;résidence pour étudiants;649989.0026;6865909.4093;"{""coordinates"": [2.317945361537313, 48.89125145160497], ""type"": ""Point""}";48.89125145160497,2.317945361537313
1508;12, RUE DES LYANES;75020;Paris;2009;SIEMP;1;1;0;0;0;acquisition réhabilitation;;20;logement familial;656383.6918;6862749.403;"{""coordinates"": [2.40547766348392, 48.8632991650132], ""type"": ""Point""}";48.8632991650132,2.40547766348392
1511;9, RUE PAUL ALBERT;75018;Paris;2009;HENEO;19;19;0;0;0;acquisition réhabilitation;;18;résidence sociale pour démuni;651967.7605;6865394.0765;"{""coordinates"": [2.344988881206041, 48.88676791583683], ""type"": ""Point""}";48.88676791583683,2.344988881206041
1518;36 RUE DES CORDELIERES;75013;Paris;2009;ELOGIE;1;0;1;0;0;acquisition réhabilitation;;13;logement familial;652180.6718;6859478.9401;"{""coordinates"": [2.348557666549382, 48.83358969138147], ""type"": ""Point""}";48.83358969138147,2.348557666549382
1521;17, RUE DU DOCTEUR JACQUEMAIRE CLEMENCEAU;75015;Paris;2009;ELOGIE;1;0;1;0;0;acquisition réhabilitation;;15;logement familial;648497.4917;6860473.1202;"{""coordinates"": [2.298263920644624, 48.842246562340804], ""type"": ""Point""}";48.842246562340804,2.298263920644624
1531;102-106 RUE DE LA GLACIERE - ILOT 13;75013;Paris;2009;SAGECO;4;0;4;0;0;acquisition conventionnement;;13;logement familial;651769.6311;6858974.341;"{""coordinates"": [2.343015512719848, 48.829021152131354], ""type"": ""Point""}";48.829021152131354,2.343015512719848
1552;16-16BIS, RUE DE NANTES;75019;Paris;2009;SNL-PROLOG;1;1;0;0;0;acquisition réhabilitation;;19;logement familial;654702.6378;6865933.0247;"{""coordinates"": [2.382225077851324, 48.89181270531131], ""type"": ""Point""}";48.89181270531131,2.382225077851324
1562;18-20, RUE SAINT GOTHARD;75014;Paris;2010;COALLIA;120;120;0;0;0;construction neuve;Résidence social issue du plan de traitement des foyers de travailleurs migrants;14;Résidence sociale issue du plan de traitement des foyers de travailleurs migrants;651212.4772;6858910.2142;"{""coordinates"": [2.335433781100805, 48.828402521816194], ""type"": ""Point""}";48.828402521816194,2.335433781100805
982;254, RUE DU FAUBOURG SAINT ANTOINE, 105-119 BD DIDEROT (E. NAPOLEON);75012;Paris;2007;RIVP;141;141;0;0;0;construction neuve;;12;foyer pour jeunes travailleurs ou résidence pour jeunes;655350.2274;6861153.423;"{""coordinates"": [2.3915589593444873, 48.8488757971644], ""type"": ""Point""}";48.8488757971644,2.3915589593444873
997;4, RUE DU ROI DORE;75003;Paris;2007;SIEMP;4;0;4;0;0;construction neuve;;3;logement familial;653347.4106;6862420.0931;"{""coordinates"": [2.364128796544734, 48.86012497837952], ""type"": ""Point""}";48.86012497837952,2.364128796544734
1015;10, RUE DE TANGER;75019;Paris;2007;SIEMP;8;0;0;0;8;construction neuve;;19;logement familial;653614.3865;6865164.7744;"{""coordinates"": [2.367467835149602, 48.88482660416137], ""type"": ""Point""}";48.88482660416137,2.367467835149602
1018;24, RUE DE PICPUS;75012;Paris;2008;COOP.FAM.;28;3;25;0;0;construction neuve;;12;logement familial;655573.7592;6860823.5859;"{""coordinates"": [2.394639357958448, 48.84592501703613], ""type"": ""Point""}";48.84592501703613,2.394639357958448
