N_SQ_VO;C_COINSEE;C_DESI;C_LIAISON;L_VOIE;L_COURTMIN;L_LONGMIN;C_VOIE;B_FANTOIR;B_OFF;C_VOIE_VP;Geometry;OBJECTID;C_DOMOFF;N_SQ_CO;LENGTH;Geometry X Y
750006561;75056;PRT;DES;CHAMPS ELYSEES;Port des Champs Elysées;Port des Champs Elysées;750561734;O;O;1737;"{""coordinates"": [[2.318528564547711, 48.86444428626246], [2.315534378353162, 48.86435854337105], [2.313939937240804, 48.864220138875446], [2.313609090063265, 48.8642159269255], [2.311870124765694, 48.86421067420188], [2.311571134762135, 48.86428327060402], [2.310350258225419, 48.86427252188295]], ""type"": ""LineString""}";729;P;750001537;602.651143;48.86430799693789,2.314437111288465
750001809;75056;RUE;;CINO DEL DUCA;R. Cino Del Duca;Rue Cino Del Duca;750562040;O;O;2043;"{""coordinates"": [[[2.28212014657166, 48.883820801505195], [2.282290606344253, 48.883833544503254], [2.282026073678943, 48.88362317670091], [2.281914639743256, 48.883565173925746]], [[2.28561249021131, 48.88639838256473], [2.28550187964032, 48.88636462888167], [2.285441441714713, 48.886273540742465], [2.284642124652198, 48.885658659668614], [2.284541139303363, 48.88556430607408], [2.284430426533327, 48.885487457348695], [2.282348615762339, 48.88387968731181], [2.282290606344253, 48.883833544503254]]], ""type"": ""MultiLineString""}";746;P;750001537;429.82521903;48.884940080592436,2.2837160739001616
750005668;75056;RUE;DU;PLAT D'ETAIN;R. du Plat d'Etain;Rue du Plat d'Etain;750567525;O;O;7480;"{""coordinates"": [[2.346726151545538, 48.85933499439277], [2.346507092788823, 48.859476334434866], [2.346354781713417, 48.85958142795545], [2.346151241573449, 48.85971027558973], [2.34607639920551, 48.859751594647065]], ""type"": ""LineString""}";807;P;750001537;66.50326585;48.85954614359585,2.346403009341068
750005395;75056;RUE;;BARRELET DE RICOU;R. Barrelet de Ricou;Rue Barrelet de Ricou;750560681;O;O;0668;"{""coordinates"": [[2.378253705358333, 48.87679570169099], [2.378090848115815, 48.87709034574522], [2.377919852495685, 48.87738698870159], [2.377742861474485, 48.877693526104345]], ""type"": ""LineString""}";873;P;750001537;106.63694277;48.8772456583464,2.3780001319883683
750007163;75056;RUE;DE LA;BARRIERE BLANCHE;R. de la Barrière Blanche;Rue de la Barrière Blanche;750560688;O;O;0669;"{""coordinates"": [[2.33179594766397, 48.8887432732461], [2.331625517347236, 48.888824389215124], [2.329389052500689, 48.88999788142471], [2.329288316176312, 48.89006669662407]], ""type"": ""LineString""}";876;P;750001537;235.62372578;48.8893961077046,2.3305371058799693
750005754;75056;IMP;DE L';HOTEL D'ARGENSON;Imp. de l'Hôtel d'Argenson;Impasse de l'Hôtel d'Argenson;750564662;O;O;4578;"{""coordinates"": [[2.357035488011654, 48.856904930264164], [2.357080727975029, 48.85688913971632], [2.357506616717948, 48.85673766970195]], ""type"": ""LineString""}";902;V;750001537;39.25408725;48.85682142023438,2.3572710947347084
750001911;75056;RUE;;BENOUVILLE;R. Benouville;Rue Benouville;750560868;O;O;0862;"{""coordinates"": [[2.277796340854799, 48.86899302992508], [2.276386694671969, 48.86945101427841]], ""type"": ""LineString""}";938;P;750001537;115.26606653;48.869222022101745,2.2770915177633837
750001783;75056;SQ;;CHARLES DICKENS;Sq. Charles Dickens;Square Charles Dickens;750561824;O;O;1835;"{""coordinates"": [[2.284828027546239, 48.857348495117385], [2.284645685264295, 48.8574717835971], [2.284852401069171, 48.8576284415606], [2.284698165030937, 48.85772234609483]], ""type"": ""LineString""}";967;V;750001537;57.65080295;48.85753770886733,2.284752157743428
750006651;75056;RUE;DE LA;CITE;R. de la Cité;Rue de la Cité;750562054;O;O;2050;"{""coordinates"": [[2.348317453628151, 48.85566373956336], [2.348279008288867, 48.85560079495813], [2.348089096815949, 48.85527194018059], [2.34782066302561, 48.85480560374201], [2.347388646679384, 48.85406617245833], [2.34710072816583, 48.85355199433834]], ""type"": ""LineString""}";978;P;750001537;251.21996887;48.85460952325048,2.3477062036543765
750007195;75056;PAS;DES;JACOBINS;Pas. des Jacobins;Passage des Jacobins;750564774;O;O;4868;"{""coordinates"": [[2.331494163503436, 48.86655463647488], [2.3320817997686563, 48.867460914152915]], ""type"": ""LineString""}";996;V;750001537;109.60766461;48.867007775313894,2.331787981636046
750002969;75056;RUE;DE L';ORILLON;R. de l'Orillon;Rue de l'Orillon;750566932;O;O;6855;"{""coordinates"": [[2.373912412573413, 48.86945704646752], [2.37401891488537, 48.86950889009885], [2.375065222448944, 48.869831975159016], [2.375408856530453, 48.86992290043345], [2.375560441334823, 48.86997458399052], [2.375975528847093, 48.87009105013833], [2.37648002966902, 48.87024312226207], [2.3767715518052013, 48.870330968852876], [2.377596487610938, 48.87057707607829], [2.378079785271689, 48.87072626112893], [2.3781615321257252, 48.870737040813715]], ""type"": ""LineString""}";1033;P;750001537;343.08464678;48.870111798272646,2.3760322420234705
750001046;75056;;;PORTIQUES D'ORLEANS;Les portiques d'Orléans;Les portiques d'Orléans;750566935;O;O;6856;"{""coordinates"": [[2.330310353011904, 48.83181919782586], [2.329504192926173, 48.83210853786615]], ""type"": ""LineString""}";1035;V;750001537;67.35885433;48.831963867846,2.3299072729690384
750001047;75056;VLA;D';ORLEANS;Vla. d'Orléans;Villa d'Orléans;750566938;O;O;6861;"{""coordinates"": [[2.32806589530961, 48.828783150029444], [2.328234383466666, 48.82869735354147], [2.328956785123085, 48.82848910421896], [2.329111344631311, 48.82844229812786]], ""type"": ""LineString""}";1038;V;750001537;85.97268351;48.82859976354031,2.328583418302456
750004534;75056;AV;;MATIGNON;Av. Matignon;Avenue Matignon;750566178;O;O;6093;"{""coordinates"": [[2.3109492121831128, 48.86940645682923], [2.311965043542862, 48.869930875100145], [2.312900775595945, 48.870411464547495], [2.313223601764248, 48.87059728520759], [2.31354094514786, 48.87096717627624], [2.314159230272478, 48.871742104899674], [2.314701541758783, 48.87258770750064]], ""type"": ""LineString""}";1040;P;750001537;459.77281649;48.87076978093261,2.3130254921123865
750001343;75056;RUE;;HENRI HEINE;R. Henri Heine;Rue Henri Heine;750564563;O;O;4496;"{""coordinates"": [[2.267058183635187, 48.850850467692354], [2.267039169741728, 48.850892820994616], [2.266227092930553, 48.85179942079828], [2.265302707147848, 48.85260550556394], [2.264818363371429, 48.853004920837066]], ""type"": ""LineString""}";1049;P;750001537;291.30497635;48.85196971815537,2.26598112509159
750003106;75056;RUE;;MERLIN;R. Merlin;Rue Merlin;750566280;O;O;6197;"{""coordinates"": [[2.386210095764168, 48.85920006847897], [2.385140174155797, 48.86097956512685], [2.384737925577951, 48.86164358008967], [2.3844295513852822, 48.862140200262736]], ""type"": ""LineString""}";1085;P;750001537;352.06567768;48.86067223746665,2.3853232712371364
750005053;75056;AV;;BEAUCOUR;Av. Beaucour;Avenue Beaucour;750560763;O;O;0759;"{""coordinates"": [[2.301686411640344, 48.876551370677745], [2.301536704762701, 48.8766976913305], [2.303306319848675, 48.87782711482299]], ""type"": ""LineString""}";1141;O;750001537;200.23458241;48.87720456415895,2.302348069885404
750001978;75056;RUE;;BEAUGRENELLE;R. Beaugrenelle;Rue Beaugrenelle;750560769;O;O;0766;"{""coordinates"": [[2.284484335265728, 48.84803471496773], [2.286180603487444, 48.84738656284639]], ""type"": ""LineString""}";1143;P;750001537;143.84071008;48.84771063890706,2.2853324693765864
750004021;75056;CITE;;BEAUHARNAIS;Cité Beauharnais;Cité Beauharnais;750560771;O;O;0768;"{""coordinates"": [[2.38822622533661, 48.853376637576254], [2.390112824784826, 48.85376322761488], [2.390178532467943, 48.85381046271431], [2.39018453654248, 48.85384394013909], [2.390086370844471, 48.85414334599607], [2.39008382435519, 48.85419672830697]], ""type"": ""LineString""}";1144;O;750001537;195.83516338;48.853649575454725,2.389363234337465
750006469;75056;VLA;;BAUMANN;Vla. Baumann;Villa Baumann;750560742;O;O;0728;"{""coordinates"": [[2.406267042195104, 48.86864798149929], [2.405607071056241, 48.86820162151839]], ""type"": ""LineString""}";1150;V;750001537;69.3351335;48.86842480150884,2.405937056625673
750004995;75056;RUE;;BLANCHE;R. Blanche;Rue Blanche;750561009;O;O;1019;"{""coordinates"": [[2.33220115579069, 48.87704371884851], [2.33221299380783, 48.877152261943], [2.331952263038237, 48.87778947796169], [2.331922383796535, 48.877861419067024], [2.331449284031202, 48.8790663469859], [2.33142977565478, 48.8791704736447], [2.331406645137043, 48.880080358480136], [2.331415999701437, 48.880424332195396], [2.331445699833697, 48.88064097756303], [2.331473911514113, 48.88075212005628], [2.331578576900181, 48.88121175296269], [2.331625448510718, 48.881510305407716], [2.331705582985722, 48.88188981248782], [2.331807817815579, 48.882157791522715], [2.332071868750137, 48.8827984453872], [2.332408463420127, 48.8836293974514]], ""type"": ""LineString""}";1179;P;750001537;747.88245445;48.8803398556503,2.331756653632295
750005940;75056;RUE;DES;BLANCS MANTEAUX;R. des Blancs Manteaux;Rue des Blancs Manteaux;750561013;O;O;1023;"{""coordinates"": [[[2.357380389524306, 48.858826708329914], [2.357151337212152, 48.85894518411765], [2.356852381698444, 48.85910216173555], [2.356769805103826, 48.85913733750885], [2.356488823604051, 48.85925627123892], [2.356391604602658, 48.85928343755327]], [[2.355571436006651, 48.8595608426227], [2.354863763786153, 48.859790984350454], [2.354476194581602, 48.8599134369988], [2.354403833173253, 48.859937099713875]], [[2.357833441202018, 48.85857194907136], [2.357380389524306, 48.858826708329914]], [[2.358398543894635, 48.85838151047526], [2.358250798728878, 48.85835892250713], [2.357833441202018, 48.85857194907136]], [[2.356027003777994, 48.85939256451389], [2.355571436006651, 48.8595608426227]]], ""type"": ""MultiLineString""}";1181;P;750001537;315.99683596;48.85918445665737,2.3564501918439036
750005034;75056;RUE;D';ARTOIS;R. d'Artois;Rue d'Artois;750560487;O;O;0452;"{""coordinates"": [[2.309060492363607, 48.87215511183206], [2.308212373687459, 48.872674605485045], [2.308079413051898, 48.87274884393668], [2.307369453605936, 48.87318184614515], [2.306503454716092, 48.87369978499361], [2.305131028253729, 48.8745340341058]], ""type"": ""LineString""}";1208;P;750001537;391.23001608;48.873344824474124,2.307095947228156
750003660;75056;RUE;;DRANEM;R. Dranem;Rue Dranem;750562926;O;O;2944;"{""coordinates"": [[2.379738296091181, 48.86543108253306], [2.379933408182586, 48.86549746487809], [2.379966670349955, 48.86550149897304], [2.380022823008559, 48.865494283062205], [2.380055266098847, 48.86549669857181], [2.3804557103136412, 48.86562442182413], [2.380497441882799, 48.865650125171804], [2.380523120469197, 48.86571036645481], [2.380555451983656, 48.86574120852509], [2.380627997858315, 48.865776332719236], [2.3807011959986433, 48.865776664735606]], ""type"": ""LineString""}";1218;V;750001537;85.09577591;48.865582411711785,2.3802354581236767
750000343;75056;RUE;DE;DREUX;R. de Dreux;Rue de Dreux;750562927;O;O;2946;"{""coordinates"": [[2.280176843026179, 48.87963061496607], [2.28048155563988, 48.879336117920936]], ""type"": ""LineString""}";1219;P;750001537;39.64620173;48.8794833664435,2.2803291993330292
750004553;75056;RUE;DE;MIRBEL;R. de Mirbel;Rue de Mirbel;750566383;O;O;6308;"{""coordinates"": [[2.35322718597024, 48.84053736233069], [2.352808127353208, 48.8406114779415], [2.35204947166509, 48.84079737426324], [2.351834620655307, 48.84083174688327], [2.351161720100689, 48.84097009864767], [2.350894906347772, 48.84100678688786], [2.350719569727453, 48.841021026504045]], ""type"": ""LineString""}";1295;P;750001537;192.1612826;48.840796178344114,2.351976191325978
750005300;75056;VLA;DU;DANUBE;Vla. du Danube;Villa du Danube;750562557;O;O;2549;"{""coordinates"": [[2.39505754263199, 48.88158711004894], [2.394530131073137, 48.880990799814064]], ""type"": ""LineString""}";1304;P;750001537;76.76527097;48.881288954931506,2.394793836852563
750002006;75056;RUE;DES;ARBUSTES;R. des Arbustes;Rue des Arbustes;750560409;O;O;0387;"{""coordinates"": [[2.307585737215367, 48.82877993946131], [2.309854722610718, 48.82825982967413], [2.310401549731894, 48.82814733030901]], ""type"": ""LineString""}";1307;P;750001537;218.37576977;48.82845869972816,2.3089925703248744
750006460;75056;RUE;;BRIQUET;R. Briquet;Rue Briquet;750561303;O;O;1304;"{""coordinates"": [[2.344400267673763, 48.88303968140043], [2.3443139655754512, 48.88310593640614], [2.344204862907443, 48.88336140155116], [2.344007213621288, 48.88382300335834]], ""type"": ""LineString""}";1322;P;750001537;92.56151451;48.8834165499699,2.3441847167770393
750007026;75056;IMP;DU;PILIER;Imp. du Pilier;Impasse du Pilier;750567490;O;O;7466;"{""coordinates"": [[2.389596517586636, 48.85863317743421], [2.38999871162974, 48.85874289889777], [2.390423379766305, 48.858839613815704], [2.390900945812035, 48.85896336099754], [2.390850767784119, 48.859068132975395]], ""type"": ""LineString""}";1330;V;750001537;114.75613334;48.858816858635166,2.3902982086681184
750001614;75056;RUE;;EUGENE MILLON;R. Eugène Millon;Rue Eugène Millon;750563428;O;O;3455;"{""coordinates"": [[2.2939951646407932, 48.83832714623481], [2.291951699682998, 48.83738490205636]], ""type"": ""LineString""}";1387;P;750001537;182.95946126;48.83785602414558,2.2929734321618955
750001882;75056;RUE;;BREY;R. Brey;Rue Brey;750561286;O;O;1291;"{""coordinates"": [[2.296541432438492, 48.87585065666524], [2.294855360172766, 48.877220565183], [2.294433406270416, 48.87736232410476]], ""type"": ""LineString""}";1418;P;750001537;230.93943169;48.87666414404299,2.2955191563676953
750005317;75056;PAS;DE LA;BRIE;Pas. de la Brie;Passage de la Brie;750561294;O;O;1297;"{""coordinates"": [[2.3727930841686, 48.88067526197292], [2.37256537242738, 48.880736169299], [2.37195335964703, 48.88104715994757], [2.37182605938751, 48.88111851217271], [2.3718184257191712, 48.88112103250959]], ""type"": ""LineString""}";1422;P;750001537;87.5609599;48.88087856345081,2.3722979369250425
750005982;75056;RUE;;BRONGNIART;R. Brongniart;Rue Brongniart;750561317;O;O;1315;"{""coordinates"": [[2.342831462850108, 48.86974943884991], [2.342749465878419, 48.86973279777983], [2.342479413294825, 48.86967813652418], [2.342378727155164, 48.869657736706415]], ""type"": ""LineString""}";1435;P;750001537;34.74073822;48.86970357789588,2.3426050970068255
750004943;75056;RUE;;BUFFON;R. Buffon;Rue Buffon;750561371;O;O;1365;"{""coordinates"": [[2.36426812913778, 48.843262247144], [2.364067259308844, 48.84320626274814], [2.36389949299448, 48.843216653293794], [2.362987454134239, 48.84298869668142], [2.362898022852196, 48.842961954592646], [2.359132795344301, 48.841999237118074], [2.356853087645006, 48.841399041381266], [2.355964841452097, 48.84115270530311]], ""type"": ""LineString""}";1441;P;750001537;654.35480899;48.84224251504861,2.3601113872027586
750006574;75056;PL;;ALPHONSE DEVILLE;Pl. Alphonse Deville;Place Alphonse Deville;750560237;O;O;0244;"{""coordinates"": [[2.327723179135901, 48.85038347097182], [2.327273450887997, 48.85065960309388], [2.327080102334063, 48.85066552272118]], ""type"": ""LineString""}";2240;P;750001537;59.2801316;48.85055936412045,2.3274120694113805
750005056;75056;RUE;DE;BEAUNE;R. de Beaune;Rue de Beaune;750560785;O;O;0782;"{""coordinates"": [[2.330206230254849, 48.859270627392895], [2.329700283188406, 48.85852509927215], [2.32929246536161, 48.857939736425315], [2.328894755517778, 48.85735474149205]], ""type"": ""LineString""}";2253;P;750001537;233.76300001;48.858312363555015,2.3295509615960475
750000330;75056;AV;DE;FLANDRE;Av. de Flandre;Avenue de Flandre;750563659;O;O;3673;"{""coordinates"": [[[2.368894283185706, 48.88411010144484], [2.36920359833386, 48.88436496671786], [2.370003010408989, 48.88499896615911], [2.370023038873419, 48.88501484213104], [2.370907476015403, 48.885723710588785], [2.372856303251405, 48.88734369067885], [2.373536358581637, 48.887894367899655], [2.374107971766202, 48.88838893460685], [2.375245398758488, 48.889289322275836], [2.375959186647424, 48.88985203333884], [2.376872144087411, 48.890557707281125], [2.376959241933406, 48.89065329698394], [2.377580011183067, 48.89112291042588]], [[2.368585510177578, 48.88423060209231], [2.368738709674655, 48.88427571078048], [2.368972812924093, 48.884472577250584], [2.370614643211977, 48.88580985049991], [2.370710589964693, 48.885854534189036], [2.372117931107297, 48.88701226187299], [2.373046742638458, 48.8877814959756], [2.373809176361328, 48.888410336603314], [2.373853459243564, 48.88847178781037], [2.375604440231859, 48.889854817343576], [2.376508705515834, 48.89057597373778]], [[2.376667983974717, 48.89072080048435], [2.377372388501592, 48.89123603308505]], [[2.377580011183067, 48.89112291042588], [2.377372388501592, 48.89123603308505]], [[2.377580011183067, 48.89112291042588], [2.377877426631504, 48.89136061577186], [2.3791281889163622, 48.892314781127304], [2.380067930223649, 48.893039692454124]], [[2.377372388501592, 48.89123603308505], [2.378901744162482, 48.89242945178882], [2.37986239314176, 48.893155246510986]], [[2.380067930223649, 48.893039692454124], [2.37986239314176, 48.893155246510986]], [[2.380067930223649, 48.893039692454124], [2.38172025969809, 48.89431962636976], [2.382165887262459, 48.894637432975976], [2.382216765077051, 48.8947027718593]], [[2.37986239314176, 48.893155246510986], [2.381500202012746, 48.89442694323487], [2.381600419153984, 48.89448855773442], [2.382216765077051, 48.8947027718593], [2.382290492014253, 48.89475921651924], [2.382339473914487, 48.89479526649024]]], ""type"": ""MultiLineString""}";2295;P;750001537;3104.6687408;48.88956425042016,2.375493807926839
750005399;75056;QU;DE L';ALLIER;Qu. de l'Allier;Quai de l'Allier;750560214;O;O;0229;"{""coordinates"": [[2.383028375965257, 48.89798983421338], [2.382936690649113, 48.89801911656901], [2.382906437255099, 48.898047968078124], [2.382624134396161, 48.89848965389687], [2.382358484130938, 48.89874050582149], [2.382239389228559, 48.89892810629062], [2.382145092374108, 48.89908783801081], [2.382121598608855, 48.899156641110224], [2.381515369653423, 48.900126122077374], [2.381442594516038, 48.900227903691686], [2.3813631846502172, 48.90035444503737], [2.381307623159694, 48.90045488016108], [2.3803129567271872, 48.90207396658023]], ""type"": ""LineString""}";2300;P;750001537;498.68954411;48.899981803660694,2.3816208455223378
750005092;75056;PL;DE L';ALMA;Pl. de l'Alma;Place de l'Alma;750560217;O;O;0231;"{""coordinates"": [[[2.301864000550173, 48.86420381961626], [2.301541999887617, 48.86416480037922], [2.301436782917013, 48.864226952811144], [2.3013178774779393, 48.864297203924764], [2.301259992641719, 48.86438636748044], [2.301088453697245, 48.86463385797038]], [[2.301864000550173, 48.86420381961626], [2.301863943391066, 48.864286102599635], [2.30186389152041, 48.864358836312014], [2.301863817579933, 48.86446291852299], [2.301926243701698, 48.86438716439902], [2.301968877212442, 48.86437069325458], [2.302078386147782, 48.86432839785509], [2.302090851941905, 48.864317520066756], [2.302190482374207, 48.86423072468693], [2.301864000550173, 48.86420381961626]], [[2.301863817579933, 48.86446291852299], [2.30151694859613, 48.864524772724806], [2.301325945416786, 48.864602159366015], [2.301088453697245, 48.86463385797038]], [[2.301325945416786, 48.864602159366015], [2.301243543872565, 48.86474234915568]], [[2.301088453697245, 48.86463385797038], [2.300878900465883, 48.86478330656896], [2.301243543872565, 48.86474234915568], [2.301491048422656, 48.86481434072341], [2.301888888730771, 48.86472656609791], [2.301863817579933, 48.86446291852299]], [[2.301491048422656, 48.86481434072341], [2.301403666507608, 48.86490559940777], [2.3014608258482943, 48.865011973519856], [2.301538960525834, 48.86491021759099], [2.301491048422656, 48.86481434072341]]], ""type"": ""MultiLineString""}";2302;P;750001537;431.75774522;48.8645477111745,2.3015382176689885
750006008;75056;PAS;;ALOMBERT;Pas. Alombert;Passage Alombert;750560220;O;O;0234;"{""coordinates"": [[2.356619136539153, 48.863869671846174], [2.356790682145121, 48.86413588983551], [2.3569100873294, 48.86434995046213], [2.3570018269198, 48.86453521098013]], ""type"": ""LineString""}";2304;V;750001537;79.2016228;48.86419767025221,2.356818835156116
750001303;75056;PRT;DE;JAVEL;Port de Javel;Port de Javel;750564841;O;O;4756;"{""coordinates"": [[2.281247383654799, 48.84956525470945], [2.277801870010783, 48.847162488302715], [2.276995298854449, 48.8465411279683], [2.276722246691286, 48.846313917206594], [2.276649196606053, 48.846217207307376], [2.2762491805082252, 48.84589419151129], [2.27566272540485, 48.845348045655], [2.274572042987946, 48.84417661821489], [2.274367721793931, 48.844016561294325], [2.273081022100808, 48.84263829556368], [2.272759930424647, 48.84225093228367], [2.271552330431001, 48.84094232503154], [2.271164806879764, 48.84048095386471], [2.271055631461036, 48.84035357157141]], ""type"": ""LineString""}";2318;P;750001537;1274.49314117;48.84523528894178,2.275905990809207
750006270;75056;RUE;DE;CASABLANCA;R. de Casablanca;Rue de Casablanca;750561583;O;O;1574;"{""coordinates"": [[2.289499317414666, 48.83872799515458], [2.288905152174589, 48.83892234965997]], ""type"": ""LineString""}";2321;P;750001537;48.67186644;48.83882517240727,2.2892022347946277
750006295;75056;RUE;;ALPHONSE DE NEUVILLE;R. Alphonse de Neuville;Rue Alphonse de Neuville;750560235;O;O;0248;"{""coordinates"": [[2.30318265156161, 48.88531829321738], [2.301531046341091, 48.8866019840091]], ""type"": ""LineString""}";2322;P;750001537;187.20288876;48.88596013861324,2.3023568489513506
750005029;75056;RUE;DES;ARENES;R. des Arènes;Rue des Arènes;750560429;O;O;0406;"{""coordinates"": [[2.354679596805722, 48.84510774653375], [2.353934411754844, 48.845021622895544], [2.353856058768839, 48.84499429716918], [2.353557939221981, 48.84457321228031]], ""type"": ""LineString""}";2327;P;750001537;113.7066756;48.844953756861806,2.3540522105482475
750005420;75056;RUE;;ARTHUR ROZIER;R. Arthur Rozier;Rue Arthur Rozier;750560481;O;O;0446;"{""coordinates"": [[2.390582500345791, 48.87676514713129], [2.390821974530827, 48.87821248883819], [2.390867133348263, 48.87836509211186], [2.390893312398329, 48.87841697725512], [2.390978902643973, 48.8786252712129], [2.391110798345257, 48.87901281392463], [2.391260065856165, 48.879386246970256], [2.391302139541677, 48.87943412264323], [2.391332869859488, 48.879482489218134]], ""type"": ""LineString""}";2389;P;750001537;308.35734293;48.87815033787322,2.390875488796341
750001948;75056;CITE;;AUGUSTE CHABRIERES;Cité Auguste Chabrières;Cité Auguste Chabrières;750560546;O;O;0523;"{""coordinates"": [[2.289330744404826, 48.834855710574836], [2.289267025552227, 48.83482169084797], [2.289023588906743, 48.834686347816124]], ""type"": ""LineString""}";2419;V;750001537;29.37763885;48.83477145761481,2.2891769332166145
750007231;75056;PL;;OLYMPE DE GOUGES;Pl. Olympe de Gouges;Place Olympe de Gouges;750566895;O;O;6833;"{""coordinates"": [[2.364504531135558, 48.864692085274065], [2.364551101533942, 48.86468425914261], [2.364705424423129, 48.864682890318754]], ""type"": ""LineString""}";2436;P;750001537;14.84811693;48.8646846519126,2.364604728484957
750001180;75056;RUE;;LEONTINE;R. Léontine;Rue Léontine;750565576;O;O;5503;"{""coordinates"": [[2.279265029773661, 48.84420650732115], [2.279229326531374, 48.84416472700681], [2.278884074211565, 48.84380256707799], [2.27883377411756, 48.843753684460985], [2.278532771233024, 48.843433028865384]], ""type"": ""LineString""}";2457;P;750001537;101.42666336;48.843819400287785,2.278899332565451
750002063;75056;ALL;;ROYALE;All. Royale;Allée Royale;75056R691;O;O;Z691;"{""coordinates"": [[2.4331655977160462, 48.82844105068163], [2.434543753067381, 48.83518369013352]], ""type"": ""LineString""}";2470;P;750001537;756.52625571;48.831812370407576,2.4338546753917134
750000792;75056;RUE;DU;SAINT-GOTHARD;R. du Saint-Gothard;Rue du Saint-Gothard;750568629;O;O;8854;"{""coordinates"": [[2.334891583070827, 48.83019877083842], [2.3351247840199623, 48.8299557902673], [2.335340137976419, 48.82971865398333], [2.335438894375196, 48.82957342227139], [2.335582877321522, 48.82916740090431], [2.335618569954339, 48.828950856126504], [2.335597343500003, 48.82866668495906], [2.335499412927906, 48.828172443101174], [2.335482394294934, 48.8279508619714], [2.335520684211006, 48.82737992235747]], ""type"": ""LineString""}";2502;P;750001537;326.29393312;48.828868842390676,2.3354380529866776
750000954;75056;RUE;;PICOT;R. Picot;Rue Picot;750567399;O;O;7360;"{""coordinates"": [[2.2817845672415418, 48.87045040619373], [2.282264292283747, 48.87139141271771], [2.282509918262731, 48.8718777325326], [2.28252165342556, 48.87195407727344]], ""type"": ""LineString""}";2553;P;750001537;175.92767489;48.871198379694505,2.282164779341048
750002897;75056;RUE;DE;PICPUS;R. de Picpus;Rue de Picpus;750567402;O;O;7363;"{""coordinates"": [[[2.402199006171852, 48.83714456754554], [2.402227418903184, 48.8370999383808], [2.402921705796026, 48.836224642333946], [2.403554732009468, 48.835396751066824], [2.403608040137394, 48.83532864455167], [2.403840322510756, 48.83502905884387], [2.404120984372132, 48.83466706124086], [2.404456321875753, 48.83423453625715]], [[2.402224131583742, 48.83733537950433], [2.402206641132175, 48.83744060470877], [2.4012743990927072, 48.83860460784563], [2.4010383188138142, 48.83882451503496], [2.40064867363715, 48.83919366219767], [2.400590652807784, 48.8392486398956], [2.400469006215627, 48.83936386884093], [2.400349672242727, 48.8394768761338], [2.40034296561052, 48.83948414532239], [2.4003258138113592, 48.83950530583567], [2.40031138647347, 48.83952733709523], [2.400293113701084, 48.83956729311685], [2.400283389621805, 48.83961253256715], [2.4002826843707, 48.839636525769606]], [[2.399858526115773, 48.839990463407354], [2.399882501577833, 48.839870378783836], [2.399871261177489, 48.839772507952716]], [[2.399858526115773, 48.839990463407354], [2.400012491753139, 48.839919317503046], [2.400053683968427, 48.83984970855734]], [[2.395344807029134, 48.84527551615258], [2.396103189518345, 48.84438707066219], [2.397469626631682, 48.84270299639684], [2.397791138476366, 48.84234859978255], [2.398890574825359, 48.841106275927935], [2.399329319736424, 48.840604060450026], [2.399461146458306, 48.84045398870599], [2.399858526115773, 48.839990463407354]], [[2.395375623746541, 48.84555110067084], [2.395344807029134, 48.84527551615258]], [[2.391978257055936, 48.84897590164766], [2.392840717506348, 48.84803572773549], [2.393670064947294, 48.84714557306542], [2.394438141001818, 48.846317672833464], [2.395100678426461, 48.84556149417857], [2.395344807029134, 48.84527551615258]]], ""type"": ""MultiLineString""}";2555;P;750001537;1890.66588341;48.841799655606735,2.3982721976355847
750002899;75056;RUE;;PIERRE BAYLE;R. Pierre Bayle;Rue Pierre Bayle;750567409;O;O;7371;"{""coordinates"": [[2.390022764546953, 48.85840851060875], [2.39045576339359, 48.858676470137226], [2.390708057790954, 48.85882670914445], [2.3911366317664022, 48.858903573053844], [2.391195382946456, 48.858913166701036]], ""type"": ""LineString""}";2559;P;750001537;105.51665875;48.85871483490016,2.3905884775288375
750001042;75056;RUE;;OLIER;R. Olier;Rue Olier;750566884;O;O;6822;"{""coordinates"": [[2.2904272011681632, 48.836021801515315], [2.290445846066818, 48.835925289689186], [2.291693391232546, 48.834859636859406]], ""type"": ""LineString""}";2609;P;750001537;160.57299234;48.83542530829196,2.291033833673067
750001731;75056;RUE;;DAVY;R. Davy;Rue Davy;750562610;O;O;2611;"{""coordinates"": [[2.326616084998757, 48.89058286153648], [2.325970860958023, 48.89078819870831], [2.325206266051, 48.891029851728405], [2.324705042064311, 48.891192038911576], [2.323832987558441, 48.89147116261701], [2.323025681955402, 48.89172880231066], [2.322498338705169, 48.891899269135045], [2.322370999680733, 48.891950583566675]], ""type"": ""LineString""}";2661;P;750001537;346.49108342;48.89126068783634,2.3244914243173653
750004533;75056;RUE;DES;MATHURINS;R. des Mathurins;Rue des Mathurins;750566176;O;O;6091;"{""coordinates"": [[2.331118569640502, 48.872836145391595], [2.328581610989137, 48.8730068968082], [2.328300672439922, 48.873055186369236], [2.328054589758241, 48.87305016830007], [2.327707767258795, 48.87307838027251], [2.326753873141029, 48.873140091794326], [2.3254320203080843, 48.87323133000112], [2.324283437432499, 48.873312507751024], [2.323680173854226, 48.87335974355934], [2.32241994980527, 48.873428300604616], [2.321045589851444, 48.8734960181005], [2.320828297497649, 48.87349141108926]], ""type"": ""LineString""}";2708;P;750001537;758.9116989300001;48.87318925771625,2.3259751749147686
