N_SQ_VO;C_COINSEE;C_DESI;C_LIAISON;L_VOIE;L_COURTMIN;L_LONGMIN;C_VOIE;B_FANTOIR;B_OFF;C_VOIE_VP;Geometry;OBJECTID;C_DOMOFF;N_SQ_CO;LENGTH;Geometry X Y
750002858;75056;BD;;PONIATOWSKI;Bd. Poniatowski;Boulevard Poniatowski;750567597;O;O;7554;"{""coordinates"": [[[2.387903446914831, 48.828382168171196], [2.388136175083986, 48.82849675621425], [2.388193027793859, 48.82852331318423], [2.3890072257955373, 48.82887914376285], [2.389519027316144, 48.82907800621177], [2.389805528395258, 48.829145237443875], [2.390299449289582, 48.82932980599831]], [[2.389519027316144, 48.82907800621177], [2.389703880271378, 48.82922612074547], [2.390273743357063, 48.829454628869]], [[2.390299449289582, 48.82932980599831], [2.390483010053015, 48.8293754924811], [2.390747122536914, 48.82948159858844], [2.390983792159472, 48.82957668288416], [2.391242714339676, 48.82969301514706]], [[2.390299449289582, 48.82932980599831], [2.390273743357063, 48.829454628869], [2.391158513302004, 48.82979665165048]], [[2.391242714339676, 48.82969301514706], [2.391158513302004, 48.82979665165048], [2.391553672277491, 48.82993548907619], [2.391907874453921, 48.82998936399655], [2.391628475398724, 48.829834015154645], [2.391242714339676, 48.82969301514706]], [[2.391907874453921, 48.82998936399655], [2.39225627417648, 48.83009045222628], [2.394970011673645, 48.830702668224], [2.395638631109182, 48.830898366019724], [2.396071967344142, 48.83093698925027], [2.39653348756107, 48.83107955185112], [2.396970533329176, 48.83125648718402], [2.397928022717901, 48.83166411964373]], [[2.395638631109182, 48.830898366019724], [2.396432168634388, 48.8311561155007], [2.397811066043521, 48.831739011118444]], [[2.395638631109182, 48.830898366019724], [2.395948759689157, 48.83110674598629], [2.396323497072541, 48.83123469700423], [2.396663234408945, 48.831367341244], [2.397483540805001, 48.83172913329621], [2.397664189235242, 48.83183077141922]], [[2.397928022717901, 48.83166411964373], [2.398181691882541, 48.83177336175415]], [[2.397811066043521, 48.831739011118444], [2.397928022717901, 48.83166411964373]], [[2.397811066043521, 48.831739011118444], [2.3980236115374423, 48.831825074863055]], [[2.398181691882541, 48.83177336175415], [2.398080368814219, 48.83178997222296], [2.3980236115374423, 48.831825074863055]], [[2.398181691882541, 48.83177336175415], [2.398705568615879, 48.83199044080616], [2.398762930827899, 48.8320357424845], [2.400203849107814, 48.832568829565766], [2.400117891328064, 48.83267202344421]], [[2.3980236115374423, 48.831825074863055], [2.397987678226116, 48.83184729723268], [2.397970729549419, 48.83191116320906], [2.398004847105246, 48.83196419342964]], [[2.3980236115374423, 48.831825074863055], [2.398486440153214, 48.83204557816137], [2.400117891328064, 48.83267202344421]], [[2.397664189235242, 48.83183077141922], [2.397717909820971, 48.831795823637115], [2.397793453793069, 48.83175027964856], [2.397811066043521, 48.831739011118444]], [[2.397664189235242, 48.83183077141922], [2.398004847105246, 48.83196419342964], [2.398359195928551, 48.8321187761642], [2.399830198016346, 48.83266849632966], [2.4000508328005212, 48.8327479596341], [2.400117891328064, 48.83267202344421], [2.402015461436406, 48.833386640127195], [2.402188817198085, 48.83342184628049]], [[2.400117891328064, 48.83267202344421], [2.402107730795485, 48.83332051778103], [2.402188817198085, 48.83342184628049], [2.4035608947653753, 48.83391361860536]], [[2.402188817198085, 48.83342184628049], [2.402429408667346, 48.83341311955684], [2.4035608947653753, 48.83391361860536], [2.404456321875753, 48.83423453625715], [2.404553328579837, 48.8342178422617], [2.404716507271238, 48.83424726778437], [2.404762162729179, 48.834353265654784], [2.40552189041985, 48.83486563896927]], [[2.404456321875753, 48.83423453625715], [2.40552189041985, 48.83486563896927], [2.406406114397481, 48.83528801238229], [2.406506302991148, 48.83537319361053], [2.406386505886471, 48.83541063141535], [2.40552189041985, 48.83486563896927]]], ""type"": ""MultiLineString""}";3131;P;750001537;3167.87622017;48.83191412609542,2.3979143241389735
750000841;75056;RUE;;ROLI;R. Roli;Rue Roli;750568325;O;O;8302;"{""coordinates"": [[2.342846733533461, 48.820457397183254], [2.341417625243867, 48.82045881714233]], ""type"": ""LineString""}";3140;P;750001537;104.93187594;48.82045810716279,2.3421321793886642
750006647;75056;RUE;;DUPETIT-THOUARS;R. Dupetit-Thouars;Rue Dupetit-Thouars;750562997;O;O;3026;"{""coordinates"": [[[2.362544580176436, 48.86500370801383], [2.362252025269058, 48.86515902549827], [2.362002727996254, 48.8652786485935], [2.36159435041685, 48.865489907561724], [2.361458289974393, 48.86554666323345], [2.360959736039212, 48.865805015900676], [2.360849506699966, 48.86580884396491]], [[2.362544580176436, 48.86500370801383], [2.362551959488245, 48.864934479887424], [2.3627071831553, 48.86485464262241], [2.363299043617589, 48.8645660807773], [2.363426166991675, 48.86452649158828], [2.363322441721482, 48.86460925863208], [2.362618784938383, 48.864979725621], [2.362544580176436, 48.86500370801383]]], ""type"": ""MultiLineString""}";3198;P;750001537;325.15437134;48.86508042817032,2.3623638343182933
750002128;75056;AV;DE LA;PEPINIERE;Av. de la Pépinière;Avenue de la Pépinière;75056R664;O;O;Z664;"{""coordinates"": [[[2.449398205106565, 48.84234688497268], [2.449026356729921, 48.84208628116383]], [[2.449398205106565, 48.84234688497268], [2.449293306007185, 48.84233793289821], [2.4490611904373, 48.842278170470166], [2.448779202605973, 48.84238482366307]], [[2.450789347064485, 48.84443299385959], [2.450682130485703, 48.844121861609864], [2.450532214425163, 48.84374521394889], [2.4504021056199, 48.84344957178196], [2.45018593827457, 48.84311417638744], [2.449789087802805, 48.84270791781852], [2.449398205106565, 48.84234688497268]]], ""type"": ""MultiLineString""}";3218;P;750001537;346.34093605;48.84300271248258,2.4498862080334964
750003460;75056;RUE;;GEORGE EASTMAN;R. George Eastman;Rue George Eastman;750564112;O;O;4069;"{""coordinates"": [[2.360128341000878, 48.82943967968483], [2.359523722871036, 48.82915878092857], [2.358113551526593, 48.828470662416876]], ""type"": ""LineString""}";3225;P;750001537;183.00528549;48.828959195981724,2.359119029489752
750001678;75056;RUE;;DES RENAUDES;R. des Renaudes;Rue des Renaudes;750562752;O;O;2764;"{""coordinates"": [[2.300968825628612, 48.878683520222744], [2.299352591448876, 48.87972818945814], [2.298857191970678, 48.88004838505371], [2.297548546223717, 48.88089667929167], [2.297158953189541, 48.88113889989188], [2.296038521996604, 48.881873421389216], [2.295866429156518, 48.88187792859201]], ""type"": ""LineString""}";3231;P;750001537;519.16465304;48.88032267390779,2.2984301506828064
750006646;75056;PL;DES;DEUX ECUS;Pl. des Deux Ecus;Place des Deux Ecus;750562766;O;O;2782;"{""coordinates"": [[2.341641534008001, 48.86309207670267], [2.341492231354569, 48.86294816377981], [2.341679316574806, 48.86280686148034]], ""type"": ""LineString""}";3237;P;750001537;40.25520399;48.86294444590972,2.3415769072881867
750004846;75056;PL;;EDOUARD VII;Pl. Edouard VII;Place Edouard VII;750563160;O;O;3184;"{""coordinates"": [[2.329329005254823, 48.87109225498454], [2.329185188229281, 48.87125705562392], [2.329021134545501, 48.871445030177796]], ""type"": ""LineString""}";3314;V;750001537;45.26355994;48.87126864413345,2.3291750716788577
750003377;75056;RUE;;HENRI CHEVREAU;R. Henri Chevreau;Rue Henri Chevreau;750564545;O;O;4485;"{""coordinates"": [[2.389649563009516, 48.86866959175054], [2.389215665075411, 48.87022194147382], [2.389162112382855, 48.87024184031401], [2.388345892106257, 48.870538894154464], [2.388251039191517, 48.87059048369557]], ""type"": ""LineString""}";3328;P;750001537;257.43229028;48.86981854442577,2.38915825807008
750006237;75056;RUE;DE LA;GAITE;R. de la Gaîté;Rue de la Gaîté;750563919;O;O;3924;"{""coordinates"": [[2.324753110325862, 48.84110781799646], [2.324298617621329, 48.8405628094943], [2.32423454378257, 48.840510698883485], [2.323560771505533, 48.839680963155566], [2.323524649427449, 48.839651858607056], [2.323427128809397, 48.839511857418806], [2.322693251470442, 48.8386295649043], [2.3226102236265342, 48.83851344944759]], ""type"": ""LineString""}";3358;P;750001537;328.83203506;48.83981663443182,2.3236746788000615
750005106;75056;AV;;PUEBLA;Av. Puebla;Avenue Puebla;75056R163;O;N;7861;"{""coordinates"": [[2.378892268420102, 48.87770046099055], [2.378987675523946, 48.877809749887035], [2.379129570084057, 48.87794348260755], [2.379291109894052, 48.878027845688415], [2.3795038471360472, 48.878096596225596], [2.379805184111568, 48.87815623023534], [2.379994121415009, 48.878166796671486], [2.3802029898611092, 48.87819115022181], [2.380455081761013, 48.87823391247651], [2.380697335452049, 48.87828318032403], [2.380967186892463, 48.8783649006453], [2.381194545383655, 48.87851217596003]], ""type"": ""LineString""}";3388;I;750001537;200.03341071;48.87815435133765,2.380013432352734
750002582;75056;RUE;;THEODORE-HAMONT;R. Théodore-Hamont;Rue Théodore-Hamont;750569243;O;O;9220;"{""coordinates"": [[2.396564283498845, 48.832546539983234], [2.397337914101778, 48.833066522208796], [2.397658015127428, 48.83305834688652], [2.398502463549145, 48.833636934270416]], ""type"": ""LineString""}";3496;P;750001537;193.89779388;48.8330859024431,2.3975358772590405
750000703;75056;SQ;;THEODORE JUDLIN;Sq. Théodore Judlin;Square Théodore Judlin;750569245;O;O;9222;"{""coordinates"": [[2.301327869896003, 48.84895286964216], [2.300810928755958, 48.848906846763256], [2.300633803846417, 48.84888727656013]], ""type"": ""LineString""}";3497;O;750001537;51.45824114;48.848921475342244,2.3009806970014104
750004630;75056;RUE;DE;LA PLANCHE;R. de la Planche;Rue de la Planche;750565342;O;O;5269;"{""coordinates"": [[2.32560693708193, 48.8535546716382], [2.325322515120819, 48.85305329859341], [2.325101982866341, 48.85266407147903], [2.325038236867771, 48.85254167365534]], ""type"": ""LineString""}";3539;P;750001537;120.12620566;48.85304923626158,2.3253206328022986
750007063;75056;VOIE;;EH/13;Voie Eh/13;Voie Eh/13;75056T073;N;N;Y840;"{""coordinates"": [[2.366178842273973, 48.84317538156898], [2.365932795832439, 48.84317439338985], [2.3646411082628322, 48.84268350851953]], ""type"": ""LineString""}";3555;I;750001537;127.44996776;48.842966123687916,2.365403164505748
750000759;75056;RUE;DU;SOUDAN;R. du Soudan;Rue du Soudan;750569039;O;O;8656;"{""coordinates"": [[2.29651265004849, 48.85016071194536], [2.296413870421135, 48.85014440036775], [2.296090808342508, 48.84988751573485], [2.296037935755867, 48.84983899884942], [2.295982313658572, 48.84980557954021]], ""type"": ""LineString""}";3556;P;750001537;56.75792723;48.85000079440335,2.2962398857223065
750003401;75056;RUE;DES;GLYCINES;R. des Glycines;Rue des Glycines;750564207;O;O;4159;"{""coordinates"": [[2.345277176596157, 48.822802182356455], [2.345063490713493, 48.822772432632654], [2.344904282750965, 48.82275949538194], [2.344869420812811, 48.82277632334393], [2.344694975834059, 48.822866973762174], [2.344489889625324, 48.82297202320024]], ""type"": ""LineString""}";3598;O;750001537;66.33765252;48.82282659758886,2.3448728770736444
750003406;75056;RUE;;GODEFROY CAVAIGNAC;R. Godefroy Cavaignac;Rue Godefroy Cavaignac;750564218;O;O;4171;"{""coordinates"": [[2.38200423505874, 48.853927872977], [2.381890896353982, 48.854109346681746], [2.379800252687852, 48.85727697425923], [2.379735704798454, 48.85749463176479]], ""type"": ""LineString""}";3604;P;750001537;430.66623949;48.855699295628916,2.3808434824909583
750005254;75056;PAS;;GOIX;Pas. Goix;Passage Goix;750564226;O;O;4180;"{""coordinates"": [[[2.366258806679581, 48.88487628289747], [2.366416138415278, 48.88480883147443]], [[2.366258806679581, 48.88487628289747], [2.366598952319852, 48.88521495891856]], [[2.3654857148980613, 48.885210041151566], [2.366258806679581, 48.88487628289747]]], ""type"": ""MultiLineString""}";3608;O;750001537;126.69427003;48.885020955647725,2.366104515682511
750003202;75056;RUE;;LEIBNIZ;R. Leibniz;Rue Leibniz;750565488;O;O;5425;"{""coordinates"": [[[2.3362270026438923, 48.89646895116727], [2.336195959978906, 48.896493869238036], [2.336168978333661, 48.896628715718094], [2.336218488080592, 48.89667033458439], [2.33566607606136, 48.896596402344564], [2.3345486924979, 48.89645615677478], [2.333283074443451, 48.89628968144829], [2.333177903494726, 48.896277044094845], [2.333079020526716, 48.896273668695855], [2.332370602031163, 48.896175264900826], [2.33185232466523, 48.89610735894781], [2.331257398969864, 48.89602630005222], [2.330884787155003, 48.895975842460984], [2.330688810410742, 48.89595055378296], [2.329896930934996, 48.89585231000408], [2.329309508982381, 48.89579283290649], [2.329030868149238, 48.89577294119229], [2.328398507206668, 48.895879975292985]], [[2.338278109671578, 48.896935390317125], [2.337958991991107, 48.896902472390835], [2.337146677969787, 48.89678283195845], [2.336218488080592, 48.89667033458439]]], ""type"": ""MultiLineString""}";3612;P;750001537;762.89220413;48.89631315279958,2.3334056247246964
750006125;75056;RUE;;GASTON REBUFFAT;R. Gaston Rébuffat;Rue Gaston Rébuffat;750563976;O;O;3977;"{""coordinates"": [[[2.36920359833386, 48.88436496671786], [2.368972812924093, 48.884472577250584], [2.368300707778894, 48.8847860017142], [2.368202480472893, 48.88481620892048], [2.368112806511141, 48.88481007352891], [2.368072068476109, 48.88488568705281], [2.367856409241873, 48.88498535954294]], [[2.368059902711808, 48.88472795737375], [2.368011705656642, 48.88478231369724], [2.367863027328483, 48.88486188725533], [2.367830910071471, 48.884941427704206], [2.367856409241873, 48.88498535954294], [2.367792666360824, 48.88501608662113], [2.367763327929348, 48.88504880208973], [2.367763970578324, 48.885140087126686]]], ""type"": ""MultiLineString""}";3617;P;750001537;179.48266311;48.8847440489433,2.368341574980924
750004614;75056;RUE;;LA BRUYERE;R. la Bruyère;Rue la Bruyère;750565211;O;O;5129;"{""coordinates"": [[[2.337030106621511, 48.87883731069437], [2.336751203079253, 48.878895171373514], [2.334804284088884, 48.879299078418946], [2.333783324191235, 48.87951092856818], [2.332844298149809, 48.87972753805011], [2.331478230814664, 48.88004259230678], [2.331406645137043, 48.880080358480136]], [[2.336853677404171, 48.878982184885984], [2.336825986730607, 48.87893241881062], [2.336751203079253, 48.878895171373514]]], ""type"": ""MultiLineString""}";3640;P;750001537;448.2163483;48.87942201498974,2.3342732889155027
750003290;75056;RUE;;JEAN SEBASTIEN BACH;R. Jean Sébastien Bach;Rue Jean Sébastien Bach;750564950;O;O;4841;"{""coordinates"": [[2.365991910379673, 48.830538395597955], [2.365065869520678, 48.830878826994194], [2.364106630545791, 48.83131584064759]], ""type"": ""LineString""}";3669;P;750001537;163.36536789;48.83090939786783,2.3650419888182848
750004734;75056;AV;;FREDERIC LE PLAY;Av. Frédéric Le Play;Avenue Frédéric Le Play;750563838;O;O;3848;"{""coordinates"": [[2.303108822730718, 48.85492981377373], [2.304795130982541, 48.853841217882355]], ""type"": ""LineString""}";3672;P;750001537;173.09760321;48.85438551582804,2.30395197685663
750001397;75056;RUE;;GUILLAUME TELL;R. Guillaume Tell;Rue Guillaume Tell;750564392;O;O;4352;"{""coordinates"": [[2.292932475573042, 48.88363942214186], [2.292939228191396, 48.88371405555713], [2.293611327056912, 48.88404552365839], [2.29440418564952, 48.88441936932268], [2.294531506098754, 48.88447984797072], [2.295667735718917, 48.885013001208556], [2.2956804511260502, 48.88513637732958]], ""type"": ""LineString""}";3724;P;750001537;268.85686916;48.88437968201679,2.294322157836876
750002986;75056;RUE;DE;PANAMA;R. de Panama;Rue de Panama;750567024;O;O;6936;"{""coordinates"": [[2.353494674899083, 48.88761369441501], [2.353064739585485, 48.88761987267708], [2.351370583769454, 48.887958674336815]], ""type"": ""LineString""}";3726;P;750001537;161.35363731;48.88775489993883,2.3524293046935694
750001106;75056;RUE;;MAURICE NOGUES;R. Maurice Noguès;Rue Maurice Noguès;750566206;O;O;6122;"{""coordinates"": [[2.305589205356116, 48.826463875621336], [2.305578098241138, 48.82638841430244], [2.305458220026688, 48.82616691762222], [2.305251454923748, 48.82578483170411], [2.305204896932344, 48.82575163579146], [2.305114598271182, 48.825729578157585], [2.304934103961541, 48.82573752302959]], ""type"": ""LineString""}";3728;P;750001537;105.07970858;48.826005900530525,2.3053306012771735
750001407;75056;RUE;;GUSTAVE ZEDE;R. Gustave Zédé;Rue Gustave Zédé;750564428;O;O;4379;"{""coordinates"": [[2.273235934427073, 48.85618570695679], [2.273123528640992, 48.85616514116313], [2.272634496415165, 48.85568069736572], [2.272050900527042, 48.85508928352885]], ""type"": ""LineString""}";3749;P;750001537;151.75878247;48.85566696812586,2.2726272555465608
750000359;75056;RTE;DE;SEVRES A NEUILLY;Rte. de Sèvres à Neuilly;Route de Sèvres à Neuilly;75056Z199;N;O;Z199;"{""coordinates"": [[[2.23789492461158, 48.85061096612754], [2.237875023616732, 48.85075763953614], [2.237789415428039, 48.85086292457003], [2.237703910822877, 48.850916761883354], [2.237599846237936, 48.85096322747219], [2.237410243777526, 48.85108558863969], [2.23730970757658, 48.851227631532765], [2.237227710153844, 48.85137947510132], [2.237127571827425, 48.85140453158294]], [[2.237804277544349, 48.85066739871788], [2.237744997955781, 48.85079182540529], [2.237603732078318, 48.85087992134489], [2.237432753931857, 48.85097043771165], [2.237302595729837, 48.85107079140852], [2.237079237612802, 48.85134993939643], [2.237127571827425, 48.85140453158294]], [[2.236907132708679, 48.85138275610363], [2.237053491343496, 48.85154233510839]], [[2.237127571827425, 48.85140453158294], [2.237152508656971, 48.851465407745565], [2.237053491343496, 48.85154233510839], [2.236864285569084, 48.85188667331823], [2.236775951858754, 48.85223983256157], [2.236790600333137, 48.85254478959713], [2.236867507314115, 48.852865898736155], [2.2370709345678153, 48.85335411440268], [2.237342015068184, 48.85408645175263], [2.237457562293902, 48.8546323236686], [2.237533756625509, 48.855313142217796], [2.237537392804622, 48.85600981512269], [2.237498147443595, 48.85648504933498], [2.237399081133906, 48.85702434953239], [2.23715427788533, 48.858062351027606], [2.236959851756299, 48.85905165538023], [2.236958934549869, 48.85906756282354], [2.236935136825311, 48.859481848193305], [2.236997198397288, 48.859931451037056], [2.237178491916584, 48.86046272195274], [2.237405778924163, 48.86096372698346], [2.237813242140728, 48.86167675794138], [2.238281609740768, 48.8622263961387], [2.238356979490691, 48.8622691861426], [2.238348684988098, 48.86235580629342], [2.238404794574953, 48.86251634803521]], [[2.238281609740768, 48.8622263961387], [2.238184288866396, 48.86234579960125], [2.23810356394165, 48.86251483897469], [2.238253758196109, 48.862483934418506], [2.238404794574953, 48.86251634803521], [2.238426496224906, 48.862542572016146], [2.23906937118575, 48.86324439821916], [2.239343195244416, 48.86338564722457], [2.239410484501726, 48.86344904967256], [2.239462895251089, 48.86362842853767], [2.239659944771146, 48.86398497957998], [2.240495136642645, 48.86505439641044], [2.241561727731108, 48.86633389065224], [2.241629041141653, 48.86638877580869], [2.242485385616705, 48.867259382840835], [2.242629727759682, 48.86743840429489], [2.243759049468346, 48.86864418923596], [2.244500682522507, 48.86950506576735], [2.245181502855475, 48.87037927029308], [2.246253236830754, 48.87181540618527], [2.24694775686726, 48.872627200673534], [2.24801336964734, 48.87376021391746], [2.248465454578603, 48.87418755864773], [2.248661170006924, 48.87437254637807], [2.248791970040713, 48.87452438206122], [2.249468992192351, 48.87526048296896]]], ""type"": ""MultiLineString""}";3764;P;750001537;3200.378941;48.862991929213024,2.2408300309319222
